PARISH_CODE,PARISH,UFI,UFI_CREATED
2947,KURUC-A-RUC,       10008413,2008/02/28
2949,KYABRAM EAST,       10008415,2008/02/28
2951,LAANECOORIE,       10008417,2008/02/28
2953,LACEBY,       10008419,2008/02/28
2954,LAEN,       10008420,2008/02/28
2956,LAKE LAKE WOLLARD,       10008422,2008/02/28
2958,LALKALDARNO,       10008424,2008/02/28
2960,LALLAT,       10008426,2008/02/28
2961,LAMBRUK,       10008427,2008/02/28
2962,LANCEFIELD,       10008428,2008/02/28
2964,LANGI-GHIRAN,       10008430,2008/02/28
2966,LANGI LOGAN,       10008432,2008/02/28
2968,LANG LANG,       10008434,2008/02/28
2969,LANG LANG EAST,       10008435,2008/02/28
2971,LANGULAC,       10008437,2008/02/28
2973,LANGWORNOR,       10008439,2008/02/28
2975,LARNEEBUNYAH,       10008441,2008/02/28
2977,LA TROBE,       10008443,2008/02/28
2978,LAURAVILLE,       10008444,2008/02/28
2980,LAWALUK,       10008446,2008/02/28
2981,LAWLOIT,       10008447,2008/02/28
2983,LEAGHUR,       10008449,2008/02/28
2984,LEDCOURT,       10008450,2008/02/28
2986,LEICHARDT,       10008452,2008/02/28
2988,LEXINGTON,       10008454,2008/02/28
2989,LEXTON,       10008455,2008/02/28
2991,LICOLA,       10008457,2008/02/28
2992,LICOLA NORTH,       10008458,2008/02/28
2994,LILLICUR,       10008460,2008/02/28
2996,LILLIPUT,       10008462,2008/02/28
2997,LILLIRIE,       10008463,2008/02/28
2999,LINLITHGOW,       10008465,2008/02/28
3000,LINTON,       10008466,2008/02/28
3002,LISMORE,       10008468,2008/02/28
3003,LITTLE BILLY,       10008469,2008/02/28
3005,LOCHIEL,       10008471,2008/02/28
3007,LODDON,       10008473,2008/02/28
3008,LODGE PARK,       10008474,2008/02/28
3010,LONGFORD,       10008476,2008/02/28
3011,LONGWARRY,       10008477,2008/02/28
3013,LOOMAT,       10008479,2008/02/28
3014,LOONGELAAT,       10008480,2008/02/28
3016,LORQUON,       10008482,2008/02/28
3018,LOWRY,       10008484,2008/02/28
3019,LOYOLA,       10008485,2008/02/28
3020,LOY YANG,       10008486,2008/02/28
3022,LURG,       10008488,2008/02/28
3023,LYELL,       10008489,2008/02/28
3025,LYNDHURST,       10008491,2008/02/28
3026,MACARTHUR,       10008492,2008/02/28
3028,MACORNA,       10008494,2008/02/28
3029,MAFFRA,       10008495,2008/02/28
3031,MAGDALA SOUTH,       10008497,2008/02/28
3033,MAGORRA,       10008499,2008/02/28
3034,MAHARATTA,       10008500,2008/02/28
3036,MAHRONG,       10008502,2008/02/28
3037,MAINDAMPLE,       10008503,2008/02/28
3039,MAJORLOCK,       10008505,2008/02/28
3041,MALANGANEE,       10008507,2008/02/28
3043,MALKARA,       10008509,2008/02/28
3044,MALLACOOTA,       10008510,2008/02/28
3046,MALLOREN,       10008512,2008/02/28
3047,MAMBOURIN,       10008513,2008/02/28
3049,MANANGATANG,       10008515,2008/02/28
3051,MANDURANG,       10008517,2008/02/28
3052,MANEROO,       10008518,2008/02/28
3054,MANNIBADAR,       10008520,2008/02/28
3056,MANSFIELD,       10008522,2008/02/28
3057,MANYA,       10008523,2008/02/28
3059,MARDAN,       10008525,2008/02/28
3060,MARGOOYA,       10008526,2008/02/28
3062,MARIDA YALLOCK,       10008528,2008/02/28
3064,MARLOOH,       10008530,2008/02/28
3065,MARMA,       10008531,2008/02/28
3066,MARMAL,       10008532,2008/02/28
3068,MARONG,       10008534,2008/02/28
3069,MARRAWEENY,       10008535,2008/02/28
3071,MARYBOROUGH,       10008537,2008/02/28
3073,MATLOCK,       10008539,2008/02/28
3074,MATONG,       10008540,2008/02/28
3076,MEATIAN,       10008542,2008/02/28
3077,MEENIYAN,       10008543,2008/02/28
3079,MEEREEK,       10008545,2008/02/28
3080,MEERING,       10008546,2008/02/28
3082,MEERLIEU,       10008548,2008/02/28
3083,MELBOURNE NORTH,       10008549,2008/02/28
3085,MELLICK-MUNJIE,       10008551,2008/02/28
3087,MEPUNGA,       10008553,2008/02/28
3089,MERBEIN,       10008555,2008/02/28
3090,MEREDITH,       10008556,2008/02/28
3092,MERINO,       10008558,2008/02/28
3093,MERRIANG,       10008559,2008/02/28
3095,MERRIMU,       10008561,2008/02/28
3097,MERRYMBUELA,       10008563,2008/02/28
3098,MERTON,       10008564,2008/02/28
3100,MICKLEHAM,       10008566,2008/02/28
3101,MIEPOLL,       10008567,2008/02/28
3103,MILLEWA,       10008569,2008/02/28
3104,MILLOO,       10008570,2008/02/28
3106,MINAPRE,       10008572,2008/02/28
3107,MINCHA,       10008573,2008/02/28
3109,MINDAI,       10008575,2008/02/28
3110,MINHAMITE,       10008576,2008/02/28
3112,MININERA,       10008578,2008/02/28
3113,MINJAH,       10008579,2008/02/28
3115,MINOOK,       10008581,2008/02/28
3116,MINTO,       10008582,2008/02/28
3118,MIRAMPIRAM,       10008584,2008/02/28
3119,MIRBOO,       10008585,2008/02/28
3121,MIRIMBAH,       10008587,2008/02/28
3122,MIRKOO,       10008588,2008/02/28
3124,MIRRANATWA,       10008590,2008/02/28
3125,MITCHELL,       10008591,2008/02/28
3127,MITTA MITTA,       10008593,2008/02/28
3129,MITTYAN,       10008595,2008/02/28
3130,MOAH,       10008596,2008/02/28
3132,MOCAMBORO,       10008598,2008/02/28
3133,MOCKINYA,       10008599,2008/02/28
3135,MOE,       10008601,2008/02/28
3136,MOGLONEMBY,       10008602,2008/02/28
3138,MOIRA,       10008604,2008/02/28
3139,MOKANGER,       10008605,2008/02/28
3141,MOKOAN,       10008607,2008/02/28
3142,MOLESWORTH,       10008608,2008/02/28
3144,MOLKA,       10008610,2008/02/28
3145,MOLOGA,       10008611,2008/02/28
3147,MONDA,       10008613,2008/02/28
3148,MONEA NORTH,       10008614,2008/02/28
3150,MONEGEETTA,       10008616,2008/02/28
3152,MONOMAK,       10008618,2008/02/28
3153,MOOLAP,       10008619,2008/02/28
3154,MOOLERR,       10008620,2008/02/28
3156,MOOLPAH,       10008622,2008/02/28
3157,MOOMOWROONG,       10008623,2008/02/28
3159,MOONIP,       10008625,2008/02/28
3161,MOONLIGHT,       10008627,2008/02/28
3162,MOORA,       10008628,2008/02/28
3164,MOORADORANOOK,       10008630,2008/02/28
3166,MOORARBOOL EAST,       10008632,2008/02/28
3168,MOORBANOOL,       10008634,2008/02/28
3169,MOOREE,       10008635,2008/02/28
3171,MOORMBOOL WEST,       10008637,2008/02/28
3173,MOORNAPA,       10008639,2008/02/28
3174,MOORNGAG,       10008640,2008/02/28
3176,MOOROOLBARK,       10008642,2008/02/28
3178,MOOROOPNA WEST,       10008644,2008/02/28
3180,MOORTWORRA,       10008646,2008/02/28
3181,MOORWINSTOWE,       10008647,2008/02/28
3183,MORANG,       10008649,2008/02/28
3185,MORAY,       10008651,2008/02/28
3186,MORDIALLOC,       10008652,2008/02/28
3188,MOREEP,       10008654,2008/02/28
3189,MOREKANA,       10008655,2008/02/28
3191,MOROCKDONG,       10008657,2008/02/28
3193,MORRL MORRL,       10008659,2008/02/28
3194,MORTAT,       10008660,2008/02/28
3196,MORTLAKE,       10008662,2008/02/28
3197,MOSTYN,       10008663,2008/02/28
3199,MOURNPOUL,       10008665,2008/02/28
3200,MOUTAJUP,       10008666,2008/02/28
3202,MOUZIE,       10008668,2008/02/28
3203,MOWAMBA,       10008669,2008/02/28
3205,MOYHU,       10008671,2008/02/28
3206,MOYREISK,       10008672,2008/02/28
3210,MUDGEEGONGA,       10008676,2008/02/28
3211,MULCRA,       10008677,2008/02/28
3213,MULLAGONG,       10008679,2008/02/28
3215,MULLINDOLINGONG,       10008681,2008/02/28
3217,MULLUNGDUNG,       10008683,2008/02/28
3218,MUMBANNAR,       10008684,2008/02/28
3220,MUNDOONA,       10008686,2008/02/28
3223,MURCHISON NORTH,       10008689,2008/02/28
3225,MURGHEBOLUC,       10008691,2008/02/28
3227,MURMUNGEE,       10008693,2008/02/28
3229,MURNUNGIN,       10008695,2008/02/28
3230,MURRABIT,       10008696,2008/02/28
3234,MURRAWONG,       10008700,2008/02/28
3236,MURRINDAL WEST,       10008702,2008/02/28
3238,MURRNROONG,       10008704,2008/02/28
3239,MURROON,       10008705,2008/02/28
3241,MURTCAIM,       10008707,2008/02/28
3243,MUSKERRY,       10008709,2008/02/28
3244,MYALL,       10008710,2008/02/28
3245,MYAMYN,       10008711,2008/02/28
3248,MYRRHEE,       10008714,2008/02/28
3250,MYSIA,       10008716,2008/02/28
3251,NAGWARRY,       10008717,2008/02/28
3253,NANAPUNDAH,       10008719,2008/02/28
3255,NANGANA,       10008721,2008/02/28
3256,NANGEELA,       10008722,2008/02/28
3259,NANOWIE,       10008725,2008/02/28
3261,NAP-NAP-MARRA,       10008727,2008/02/28
3263,NAR-BE-THONG,       10008729,2008/02/28
3265,NAREEB NAREEB,       10008731,2008/02/28
3267,NARINGANINGALOOK,       10008733,2008/02/28
3271,NARMBOOL,       10008737,2008/02/28
3272,NAR-NAR-GOON,       10008738,2008/02/28
3274,NARRACAN SOUTH,       10008740,2008/02/28
3276,NARRAPORT,       10008742,2008/02/28
3278,NARRAWONG,       10008744,2008/02/28
3279,NARREE WORRAN,       10008745,2008/02/28
3281,NARROBUK,       10008747,2008/02/28
3283,NARRUNG,       10008749,2008/02/28
3286,NATTE MURRANG,       10008752,2008/02/28
3288,NAVARRE,       10008754,2008/02/28
3289,NAYOOK,       10008755,2008/02/28
3291,NEEREMAN,       10008757,2008/02/28
3292,NEERIM,       10008758,2008/02/28
3296,NENANDIE,       10008762,2008/02/28
3297,NEPEAN,       10008763,2008/02/28
3299,NERRAN,       10008765,2008/02/28
3300,NERRENA,       10008766,2008/02/28
3302,NERRIN NERRIN,       10008768,2008/02/28
3303,NEUARPUR,       10008769,2008/02/28
3307,NGALLO,       10008773,2008/02/28
3308,NIAGAROON,       10008774,2008/02/28
3310,NILLUMBIK,       10008776,2008/02/28
3312,NI NI,       10008778,2008/02/28
3313,NINNIE,       10008779,2008/02/28
3314,NINYEUNOOK,       10008780,2008/02/28
3317,NOOJEE,       10008783,2008/02/28
3319,NOONGA,       10008785,2008/02/28
3320,NOORILIM,       10008786,2008/02/28
3322,NOORONGONG,       10008788,2008/02/28
3324,NORTHWOOD,       10008790,2008/02/28
3327,NOWIE,       10008793,2008/02/28
3328,NOWINGI,       10008794,2008/02/28
3330,NOYONG,       10008796,2008/02/28
3331,NULKWYNE,       10008797,2008/02/28
3333,NULLAWARRE,       10008799,2008/02/28
3334,NULLAWIL,       10008800,2008/02/28
3337,NUNAWADING,       10008803,2008/02/28
3339,NUNGATTA,       10008805,2008/02/28
3341,NUNTIN,       10008807,2008/02/28
3342,NURCOUNG,       10008808,2008/02/28
3344,NURONG,       10008810,2008/02/28
3347,NYANG,       10008813,2008/02/28
3348,NYPO,       10008814,2008/02/28
3349,NYRRABY,       10008815,2008/02/28
3351,OLNEY,       10008817,2008/02/28
3352,OMEO,       10008818,2008/02/28
3354,ONYIM,       10008820,2008/02/28
3356,ORBOST EAST,       10008822,2008/02/28
3358,OUYEN,       10008824,2008/02/28
3360,PAARATTE,       10008826,2008/02/28
3361,PAIGNIE,       10008827,2008/02/28
3363,PAKENHAM,       10008829,2008/02/28
3366,PANBULLA,       10008832,2008/02/28
3367,PANMURE,       10008833,2008/02/28
3369,PANNOOMILLOO,       10008835,2008/02/28
3371,PANYYABYR,       10008837,2008/02/28
3372,PARAPARAP,       10008838,2008/02/28
3374,PARUPA,       10008840,2008/02/28
3377,PATCHEWOLLOCK NORTH,       10008843,2008/02/28
3379,PAWBYMBYR,       10008845,2008/02/28
3381,PEECHELBA,       10008847,2008/02/28
3383,PELLUEBLA,       10008849,2008/02/28
3384,PENDYK PENDYK,       10008850,2008/02/28
3388,PERRIT PERRIT,       10008854,2008/02/28
3390,PIAMBIE,       10008856,2008/02/28
3391,PIANGIL,       10008857,2008/02/28
3393,PICOLA,       10008859,2008/02/28
3394,PIER-MILLAN,       10008860,2008/02/28
3396,PINE LODGE,       10008862,2008/02/28
3398,PINNAK,       10008864,2008/02/28
3401,PIRRO,       10008867,2008/02/28
3402,PIRRON YALOAK,       10008868,2008/02/28
3404,POLIAH SOUTH,       10008870,2008/02/28
3406,POMBORNEIT,       10008872,2008/02/28
3408,POM POM,       10008874,2008/02/28
3411,POOWONG,       10008877,2008/02/28
3413,POREPUNKAH,       10008879,2008/02/28
3414,PORTLAND,       10008880,2008/02/28
3416,PRAHRAN,       10008882,2008/02/28
3417,PRANJIP,       10008883,2008/02/28
3419,PROPODOLLAH,       10008885,2008/02/28
3422,PULLUT,       10008888,2008/02/28
3423,PURDEET,       10008889,2008/02/28
3425,PURGAGOOLAH,       10008891,2008/02/28
3427,PURNYA,       10008893,2008/02/28
3428,PURRUMBETE NORTH,       10008894,2008/02/28
3432,QUAG-MUNJIE,       10008898,2008/02/28
3434,QUAMBY,       10008900,2008/02/28
3435,QUAMBY NORTH,       10008901,2008/02/28
3437,QUEENSTOWN,       10008903,2008/02/28
3439,RAGLAN,       10008905,2008/02/28
3440,RAGLAN WEST,       10008906,2008/02/28
3444,RED BLUFF,       10008910,2008/02/28
3445,REDCASTLE,       10008911,2008/02/28
3447,REDRUTH,       10008913,2008/02/28
3448,REYNARD,       10008914,2008/02/28
3450,RICH AVON EAST,       10008916,2008/02/28
3452,RINGWOOD,       10008918,2008/02/28
3455,ROCHFORD,       10008921,2008/02/28
3457,ROSEDALE,       10008923,2008/02/28
3458,ROSENEATH,       10008924,2008/02/28
3460,RUFFY,       10008926,2008/02/28
3461,RUNNYMEDE,       10008927,2008/02/28
3465,ST. HELENS,       10008931,2008/02/28
3466,ST. JAMES,       10008932,2008/02/28
3468,SALE,       10008934,2008/02/28
3469,SALISBURY,       10008935,2008/02/28
3471,SAMARIA,       10008937,2008/02/28
3472,SANDFORD,       10008938,2008/02/28
3475,SARGOOD,       10008941,2008/02/28
3477,SCARSDALE,       10008943,2008/02/28
3478,SCORESBY,       10008944,2008/02/28
3480,SEDGWICK,       10008946,2008/02/28
3482,SHADFORTH,       10008948,2008/02/28
3485,SHELFORD WEST,       10008951,2008/02/28
3487,SHERWOOD,       10008953,2008/02/28
3488,SHIRLEY,       10008954,2008/02/28
3490,SMEATON,       10008956,2008/02/28
3491,SMYTHESDALE,       10008957,2008/02/28
3613,TOOLAMBA WEST,       10009079,2008/02/28
3617,TOOLLEEN,       10009083,2008/02/28
3618,TOOLOME,       10009084,2008/02/28
3620,TOOLONGROOK,       10009086,2008/02/28
3622,TOOMBON,       10009088,2008/02/28
3623,TOOMBULLUP,       10009089,2008/02/28
3625,TOONAMBOOL,       10009091,2008/02/28
3629,TOONYARAK,       10009095,2008/02/28
3630,TOORA,       10009096,2008/02/28
3632,TOORONGO,       10009098,2008/02/28
3633,TOO-ROUR,       10009099,2008/02/28
3635,TOORT,       10009101,2008/02/28
3636,TORBRECK,       10009102,2008/02/28
3638,TOURELLO,       10009104,2008/02/28
3640,TOWAN,       10009106,2008/02/28
3643,TOWMA,       10009109,2008/02/28
3644,TOWONG,       10009110,2008/02/28
3645,TRAAWOOL,       10009111,2008/02/28
3647,TRARALGON,       10009113,2008/02/28
3649,TRENTHAM,       10009115,2008/02/28
3650,TREWALLA,       10009116,2008/02/28
3653,TULILLAH,       10009119,2008/02/28
3655,TULLICH,       10009121,2008/02/28
3656,TULLYVEA,       10009122,2008/02/28
3658,TUNGIE,       10009124,2008/02/28
3659,TURANDUREY,       10009125,2008/02/28
3662,TURRUMBERRY,       10009128,2008/02/28
3664,TUTEGONG,       10009130,2008/02/28
3666,TYABB,       10009132,2008/02/28
3667,TYAGOOK,       10009133,2008/02/28
3669,TYAMOONYA,       10009135,2008/02/28
3671,TYENNA,       10009137,2008/02/28
3673,TYLDEN,       10009139,2008/02/28
3674,TYNTYNDER,       10009140,2008/02/28
3676,TYNTYNDER WEST,       10009142,2008/02/28
3679,ULTIMA,       10009145,2008/02/28
3681,UNDERA,       10009147,2008/02/28
3682,UNDERBOOL,       10009148,2008/02/28
3684,UPOTIPOTPON,       10009150,2008/02/28
3686,VECTIS EAST,       10009152,2008/02/28
3688,WAAIA,       10009154,2008/02/28
3691,WABBA,       10009157,2008/02/28
3692,WABDALLAH,       10009158,2008/02/28
3694,WABONGA SOUTH,       10009160,2008/02/28
3695,WA-DE-LOCK,       10009161,2008/02/28
3697,WAGGARANDALL,       10009163,2008/02/28
3701,WAITCHIE,       10009167,2008/02/28
3702,WALHALLA,       10009168,2008/02/28
3704,WALLABY,       10009170,2008/02/28
3705,WALLAGOOT,       10009171,2008/02/28
3707,WALLAN WALLAN,       10009173,2008/02/28
3709,WALLINDUC,       10009175,2008/02/28
3712,WALLUP,       10009178,2008/02/28
3713,WALMER,       10009179,2008/02/28
3715,WALPAMUNDA,       10009181,2008/02/28
3716,WALPEUP,       10009182,2008/02/28
3718,WAMBA,       10009184,2008/02/28
3721,WANDIN YALLOCK,       10009187,2008/02/28
3723,WANDOWN,       10009189,2008/02/28
3724,WANGARABELL,       10009190,2008/02/28
3726,WANGARATTA SOUTH,       10009192,2008/02/28
3728,WANGIE,       10009194,2008/02/28
3730,WANNAEUE,       10009196,2008/02/28
3731,WANURP,       10009197,2008/02/28
3733,WANWIN,       10009199,2008/02/28
3734,WAPPAN,       10009200,2008/02/28
3736,WARATAH,       10009202,2008/02/28
3737,WARATAH NORTH,       10009203,2008/02/28
3739,WAREEK,       10009205,2008/02/28
3740,WARGAN,       10009206,2008/02/28
3742,WARMUR,       10009208,2008/02/28
3743,WARNGAR,       10009209,2008/02/28
3745,WARRACBARUNAH,       10009211,2008/02/28
3747,WARRAGAMBA,       10009213,2008/02/28
3748,WARRAGUL,       10009214,2008/02/28
3750,WARRAK,       10009216,2008/02/28
3751,WARRAMBAT,       10009217,2008/02/28
3753,WARRANDYTE,       10009219,2008/02/28
3755,WARRAQUIL,       10009221,2008/02/28
3756,WARRA WARRA,       10009222,2008/02/28
3758,WARREEN,       10009224,2008/02/28
3760,WARRENHEIP,       10009226,2008/02/28
3761,WARRENMANG,       10009227,2008/02/28
3763,WARRION,       10009229,2008/02/28
3765,WARRONG,       10009231,2008/02/28
3766,WARROWITUE,       10009232,2008/02/28
3768,WARUNG,       10009234,2008/02/28
3769,WATAEPOOLAN,       10009235,2008/02/28
3771,WATCHEM,       10009237,2008/02/28
3773,WATEGAT,       10009239,2008/02/28
3774,WATGANIA,       10009240,2008/02/28
3776,WATHE,       10009242,2008/02/28
3777,WATTA WELLA,       10009243,2008/02/28
3779,WAU WAUKA,       10009245,2008/02/28
3780,WAU WAUKA WEST,       10009246,2008/02/28
3782,WEDDERBURNE,       10009248,2008/02/28
3784,WEECURRA,       10009250,2008/02/28
3786,WEERANGOURT,       10009252,2008/02/28
3788,WEHLA,       10009254,2008/02/28
3789,WELLSFORD,       10009255,2008/02/28
3791,WELUMLA,       10009257,2008/02/28
3792,WEMEN,       10009258,2008/02/28
3793,WENSLEYDALE,       10009259,2008/02/28
3795,WERMATONG,       10009261,2008/02/28
3797,WERRIBEE,       10009263,2008/02/28
3798,WERRIGAR,       10009264,2008/02/28
3800,WERRIMULL,       10009266,2008/02/28
3802,WEWIN,       10009268,2008/02/28
3803,WHANREGARWEN,       10009269,2008/02/28
3805,WHIRILY,       10009271,2008/02/28
3806,WHIRRAKEE,       10009272,2008/02/28
3808,WHITFIELD SOUTH,       10009274,2008/02/28
3810,WHOROULY,       10009276,2008/02/28
3812,WIALL,       10009278,2008/02/28
3813,WIBENDUCK,       10009279,2008/02/28
3815,WICKLIFFE SOUTH,       10009281,2008/02/28
3817,WILGUL SOUTH,       10009283,2008/02/28
3819,WILKIN,       10009285,2008/02/28
3820,WILKUR,       10009286,2008/02/28
3821,WILLAH,       10009287,2008/02/28
3823,WILLANGIE,       10009289,2008/02/28
3824,WILLATOOK,       10009290,2008/02/28
3826,WILLENABRINA,       10009292,2008/02/28
3828,WILLOWMAVIN,       10009294,2008/02/28
3830,WILLUNG,       10009296,2008/02/28
3831,WILL-WILL-ROOK,       10009297,2008/02/28
3833,WINDARRA,       10009299,2008/02/28
3835,WINGAN,       10009301,2008/02/28
3836,WINGEEL,       10009302,2008/02/28
3838,WINIAM,       10009304,2008/02/28
3839,WINJALLOK,       10009305,2008/02/28
3841,WINNINDOO,       10009307,2008/02/28
3843,WINTON,       10009309,2008/02/28
3844,WINYAR,       10009310,2008/02/28
3845,WINYAYUNG,       10009311,2008/02/28
3847,WIRIDJIL,       10009313,2008/02/28
3849,WIRMBOOL,       10009315,2008/02/28
3850,WIRRATE,       10009316,2008/02/28
3852,WITCHIPOOL,       10009318,2008/02/28
3853,WOATWOARA,       10009319,2008/02/28
3855,WOLLERT,       10009321,2008/02/28
3857,WOMBAT,       10009323,2008/02/28
3858,WOMBELANO,       10009324,2008/02/28
3860,WONGAN,       10009326,2008/02/28
3861,WONGARRA,       10009327,2008/02/28
3863,WONGA WONGA SOUTH,       10009329,2008/02/28
3865,WONNANGATTA,       10009331,2008/02/28
3867,WONTHAGGI NORTH,       10009333,2008/02/28
3869,WONWRON,       10009335,2008/02/28
3870,WONYIP,       10009336,2008/02/28
3872,WOODEND,       10009338,2008/02/28
3873,WOODNAGGERAK,       10009339,2008/02/28
3875,WOODSTOCK,       10009341,2008/02/28
3877,WOOKURKOOK,       10009343,2008/02/28
3878,WOOLAMAI,       10009344,2008/02/28
3880,WOOLSTHORPE,       10009346,2008/02/28
3882,WOONGULMERANG EAST,       10009348,2008/02/28
3884,WOORAK,       10009350,2008/02/28
3885,WOORARRA,       10009351,2008/02/28
3887,WOORIWYRITE,       10009353,2008/02/28
3889,WOORNACK,       10009355,2008/02/28
3890,WOORNDOO,       10009356,2008/02/28
3892,WOORONOOK,       10009358,2008/02/28
3894,WOORRAGEE NORTH,       10009360,2008/02/28
3896,WOOUNDELLAH,       10009362,2008/02/28
3897,WOOYOOT,       10009363,2008/02/28
3899,WORANGA,       10009365,2008/02/28
3900,WORMANGAL,       10009366,2008/02/28
3902,WOROOA,       10009368,2008/02/28
3903,WORROUGH,       10009369,2008/02/28
3905,WORTONGIE,       10009371,2008/02/28
3907,WRIXON,       10009373,2008/02/28
3908,WUK WUK,       10009374,2008/02/28
3910,WURDI-YOUANG,       10009376,2008/02/28
3911,WURRIN,       10009377,2008/02/28
3913,WURRUK WURRUK,       10009379,2008/02/28
3915,WYANGIL,       10009381,2008/02/28
3916,WYCHEPROOF,       10009382,2008/02/28
3918,WYEEBOO,       10009384,2008/02/28
3920,WYMLET,       10009386,2008/02/28
3921,WYPERFELD,       10009387,2008/02/28
3923,WYTWARRONE,       10009389,2008/02/28
3924,WYUNA,       10009390,2008/02/28
3926,YAAPEET,       10009392,2008/02/28
3927,YABBA,       10009393,2008/02/28
3929,YACKANDANDAH,       10009395,2008/02/28
3930,YALCA,       10009396,2008/02/28
3932,YALIMBA EAST,       10009398,2008/02/28
3934,YALLA-Y-POORA,       10009400,2008/02/28
3936,YALLOOK,       10009402,2008/02/28
3937,YALLUM,       10009403,2008/02/28
3938,YALMY,       10009404,2008/02/28
3940,YALONG,       10009406,2008/02/28
3941,YALONG SOUTH,       10009407,2008/02/28
3943,YAMBULLA,       10009409,2008/02/28
3945,YANAKIE,       10009411,2008/02/28
3946,YANAKIE SOUTH,       10009412,2008/02/28
3948,YANGARDOOK,       10009414,2008/02/28
3950,YANGERY,       10009416,2008/02/28
3951,YANGOURA,       10009417,2008/02/28
3953,YANNATHAN,       10009419,2008/02/28
3955,YAN YEAN,       10009421,2008/02/28
3956,YARAK,       10009422,2008/02/28
3957,YARAMBA,       10009423,2008/02/28
3959,YARIMA,       10009425,2008/02/28
3960,YARPTURK,       10009426,2008/02/28
3962,YARRAGON,       10009428,2008/02/28
3964,YARRAMYLJUP,       10009430,2008/02/28
3965,YARRANGOOK,       10009431,2008/02/28
3967,YARRAWONGA,       10009433,2008/02/28
3969,YARROCK,       10009435,2008/02/28
3970,YARROWALLA,       10009436,2008/02/28
3972,YARROWEYAH,       10009438,2008/02/28
3974,YATCHAW WEST,       10009440,2008/02/28
3976,YAT NAT,       10009442,2008/02/28
3977,YATPOOL,       10009443,2008/02/28
3979,YEA,       10009445,2008/02/28
3980,YEARINGA,       10009446,2008/02/28
3981,YEERIK,       10009447,2008/02/28
3983,YEHRIP,       10009449,2008/02/28
3984,YELLANGIP,       10009450,2008/02/28
3986,YELWELL,       10009452,2008/02/28
3987,YEO,       10009453,2008/02/28
3989,YERTOO,       10009455,2008/02/28
3990,YETH-YOUANG,       10009456,2008/02/28
3992,YIELIMA,       10009458,2008/02/28
3993,YINNAR,       10009459,2008/02/28
3995,YOUANMITE,       10009461,2008/02/28
3996,YOUARANG,       10009462,2008/02/28
3998,YOUPAYANG,       10009464,2008/02/28
4000,YOWANG,       10009466,2008/02/28
4001,YULECART,       10009467,2008/02/28
4003,YUONGA,       10009469,2008/02/28
4004,YUPPECKIAR,       10009470,2008/02/28
2419,CONCONGELLA SOUTH,       10007885,2008/02/28
2441,COORAMOOK,       10007907,2008/02/28
2459,COWA,       10007925,2008/02/28
2471,CUDGEWA,       10007937,2008/02/28
2487,DARGALONG,       10007953,2008/02/28
2507,DELLICKNORA,       10007973,2008/02/28
2528,DJERRIWARRH,       10007994,2008/02/28
2550,DRUMBORG,       10008016,2008/02/28
2565,DUNNAWALLA,       10008031,2008/02/28
2583,ELINGAMITE,       10008049,2008/02/28
2602,EUMANA,       10008068,2008/02/28
2617,FRAMLINGHAM WEST,       10008083,2008/02/28
2640,GEERA,       10008106,2008/02/28
2655,GILLUM,       10008121,2008/02/28
2671,GLENDARUEL,       10008137,2008/02/28
2689,GNARR,       10008155,2008/02/28
2703,GOORAMADDA,       10008169,2008/02/28
2723,GREENHILLS,       10008189,2008/02/28
2741,HAMILTON NORTH,       10008207,2008/02/28
2750,HEATHCOTE,       10008216,2008/02/28
2757,HILGAY,       10008223,2008/02/28
2763,HOMERTON,       10008229,2008/02/28
2770,HUNTLY,       10008236,2008/02/28
2776,IRREWILLIPE,       10008242,2008/02/28
2783,JANIEMBER WEST,       10008249,2008/02/28
2791,JEMBA,       10008257,2008/02/28
2797,JIL JIL,       10008263,2008/02/28
2803,JINJELLIC,       10008269,2008/02/28
2810,JUMBUNNA EAST,       10008276,2008/02/28
2818,KALINGUR,       10008284,2008/02/28
2824,KALYMNA,       10008290,2008/02/28
2830,KANGDERAAR,       10008296,2008/02/28
2837,KARADOC,       10008303,2008/02/28
2844,KARRABUMET,       10008310,2008/02/28
3368,PANNOOBAMAWM,       10008834,2008/02/28
3387,PERENNA,       10008853,2008/02/28
3403,POLIAH NORTH,       10008869,2008/02/28
3420,PUCKAPUNYAL,       10008886,2008/02/28
3441,RATHSCAR,       10008907,2008/02/28
3456,RODBOROUGH,       10008922,2008/02/28
3476,SARSFIELD,       10008942,2008/02/28
3493,SPINIFEX,       10008959,2008/02/28
3500,STEAVENSON,       10008966,2008/02/28
3507,STRATHMERTON,       10008973,2008/02/28
3514,SUTTON GRANGE,       10008980,2008/02/28
3522,TAHARA,       10008988,2008/02/28
3528,TALLANG,       10008994,2008/02/28
3534,TAMBO,       10009000,2008/02/28
3540,TANDARRA,       10009006,2008/02/28
3546,TARA,       10009012,2008/02/28
3552,TARNEIT,       10009018,2008/02/28
3558,TARRAWARRA,       10009024,2008/02/28
3565,TATONG,       10009031,2008/02/28
3571,TEDDYWADDY,       10009037,2008/02/28
3578,TERRICK TERRICK EAST,       10009044,2008/02/28
3588,THOWGLA,       10009054,2008/02/28
3594,TIMBEROO,       10009060,2008/02/28
3600,TITTYBONG,       10009066,2008/02/28
3607,TONGIO-MUNJIE WEST,       10009073,2008/02/28
3621,TOOLOY,       10009087,2008/02/28
