TABLE_COLUMN_ID,TABLE_OWNER,TABLE_NAME,COLUMN_NAME,COLUMN_NAME_10,UFI,UFI_CREATED
"35201",_DEFAULT,_DEFAULT,STRUCTURE_TYPE_CODE,STR_TYPEC,"52095",2013/03/14
"35203",_DEFAULT,_DEFAULT,SUB_UNIT_TYPE,SUBUNITTY,"52097",2013/03/14
"35204",_DEFAULT,_DEFAULT,SUB_UNIT_TYPE_CODE,SUBUNITTYC,"52098",2013/03/14
"35205",_DEFAULT,_DEFAULT,SURFACE_RELATIONSHIP_CODE,SURFRELC,"52099",2013/03/14
"35206",_DEFAULT,_DEFAULT,TABLE_OWNER,TABLEOWNER,"52100",2013/03/14
"35208",_DEFAULT,_DEFAULT,UC_TYPE_CODE,UC_TYPEC,"52102",2013/03/14
"35209",_DEFAULT,_DEFAULT,UTILITY_FUNCTION_CODE,UTILFNC,"52103",2013/03/14
"35210",_DEFAULT,_DEFAULT,VICGRID66_EAST,VG66_E,"52104",2013/03/14
"35212",_DEFAULT,_DEFAULT,VICGRID94_EAST,VG94_E,"52106",2013/03/14
"35213",_DEFAULT,_DEFAULT,VICGRID94_NORTH,VG94_N,"52107",2013/03/14
"35214",_DEFAULT,_DEFAULT,VICMAP_ABBREVIATION,VICMAPABB,"52108",2013/03/14
"35216",_DEFAULT,_DEFAULT,WATER_USE_FUNCTION_CODE,WATUSEFNC,"52110",2013/03/14
"35217",_DEFAULT,_DEFAULT,Z_LEVEL_CODE,ZLEVELC,"52111",2013/03/14
"35218",_DEFAULT,_DEFAULT,PARCEL_PFI_CREATED,PC_PFI_CR,"52112",2013/03/14
"35219",_DEFAULT,_DEFAULT,PARV_FEATURE_TYPE,PV_FTYPE,"52113",2013/03/14
"35221",_DEFAULT,_DEFAULT,PROPV_FEATURE_TYPE,PV_FTYPE,"52115",2013/03/14
"35222",_DEFAULT,_DEFAULT,PROPV_PFI_CREATED,PV_PFI_CR,"52116",2013/03/14
"35223",_DEFAULT,_DEFAULT,PROP_PFI_CREATED,PR_PFI_CR,"52117",2013/03/14
"35225",_DEFAULT,_DEFAULT,UC_FEATURE_QUALITY_ID,UC_FQID,"52119",2013/03/14
"35226",_DEFAULT,_DEFAULT,UC_FEATURE_TYPE,UC_FTYPE,"52120",2013/03/14
"35227",_DEFAULT,_DEFAULT,UC_PFI_CREATED,UC_PFI_CR,"52121",2013/03/14
"35229",_DEFAULT,_DEFAULT,FEATURE_CODE,FEATUREC,"52123",2013/03/14
"35230",_DEFAULT,_DEFAULT,NAME_STATUS_CODE,NAMESTATC,"52124",2013/03/14
"35231",_DEFAULT,_DEFAULT,NAME_STATUS,NAMESTAT,"52125",2013/03/14
"35232",_DEFAULT,_DEFAULT,CL_TENURE_PFI,CLTEN_PFI,"52126",2013/03/14
"35233",_DEFAULT,_DEFAULT,DUAL_STATUS_CODE,DUALSTATC,"52127",2013/03/14
"35234",_DEFAULT,_DEFAULT,DUAL_STATUS,DUALSTAT,"52128",2013/03/14
"35235",_DEFAULT,_DEFAULT,TYPE_TYPE_CODE,TYPETYPEC,"52129",2013/03/14
"35236",_DEFAULT,_DEFAULT,TENURE_CODE,TENUREC,"52130",2013/03/14
"35237",_DEFAULT,_DEFAULT,TENURE_TYPE_CODE,TENTYPEC,"52131",2013/03/14
"35238",_DEFAULT,_DEFAULT,TENURE_TYPE,TENTYPE,"52132",2013/03/14
"35239",_DEFAULT,_DEFAULT,ALTERNATE_NAME_ID,ALTNAMEID,"52133",2013/03/14
"35240",_DEFAULT,_DEFAULT,CREATE_DATE,CR_DATE,"52134",2013/03/14
"35241",_DEFAULT,_DEFAULT,FEAT_RELI_DATE,FEATRELDT,"52135",2013/03/14
"35242",_DEFAULT,_DEFAULT,ATTR_RELI_DATE,ATTRELDT,"52136",2013/03/14
"35243",_DEFAULT,_DEFAULT,PLAN_ACCURACY,PLANACC,"52137",2013/03/14
"35244",_DEFAULT,_DEFAULT,ELEV_ACCURACY,ELEVACC,"52138",2013/03/14
"35245",_DEFAULT,_DEFAULT,AS2482_CODE,AS2482C,"52139",2013/03/14
"35246",_DEFAULT,_DEFAULT,DATA_SOUR_CODE,DATASRCC,"52140",2013/03/14
"35247",_DEFAULT,_DEFAULT,PLANNING_SCHEME,PLANSCHM,"52141",2013/03/14
"35248",_DEFAULT,_DEFAULT,PLANNING_SCHEME_CODE,PLANSCHMC,"52142",2013/03/14
"35249",_DEFAULT,_DEFAULT,RIGHT_LOCALITY,RIGHT_LOC,"52143",2013/03/14
"35250",_DEFAULT,_DEFAULT,CORRECT_VALUE,CORVAL,"52144",2013/03/14
"35251",_DEFAULT,_DEFAULT,INCORRECT_VALUE,INCORVAL,"52145",2013/03/14
"35252",_DEFAULT,_DEFAULT,MESSAGE_CODE,MSGCODE,"52146",2013/03/14
"35253",_DEFAULT,_DEFAULT,OBJ_CREATE_DATE,OBJCRDATE,"52147",2013/03/14
"35254",_DEFAULT,_DEFAULT,PLAN_SCHEME_ID,PLANSCHMID,"52148",2013/03/14
"35256",_DEFAULT,_DEFAULT,SCHEME_TYPE,SCHMTYPE,"52150",2013/03/14
"35257",_DEFAULT,_DEFAULT,SUPPLY_VERSION,SUPPLYVSN,"52151",2013/03/14
"35258",_DEFAULT,_DEFAULT,ZONE_NUM_PREV,ZNNUMPREV,"52152",2013/03/14
"35260",_DEFAULT,_DEFAULT,CADLINE_FEATURE_QUALITY_ID,CLFQID,"52154",2013/03/14
"35261",_DEFAULT,_DEFAULT,CADLINE_FEATURE_TYPE,CLFTYPE,"52155",2013/03/14
"35262",_DEFAULT,_DEFAULT,CADLINE_PFI,CLPFI,"52156",2013/03/14
"35263",_DEFAULT,_DEFAULT,CADLINE_PFI_CREATED,CLPFICR,"52157",2013/03/14
"35264",_DEFAULT,_DEFAULT,CADLINE_PUB_FEATURE_TYPE,CLPUBFTYPE,"52158",2013/03/14
"35265",_DEFAULT,_DEFAULT,CADLINE_UFI,CLUFI,"52159",2013/03/14
"35266",_DEFAULT,_DEFAULT,CADLINE_UFI_CREATED,CLUFICR,"52160",2013/03/14
"35267",_DEFAULT,_DEFAULT,CADLINE_UFI_OLD,CLUFIOLD,"52161",2013/03/14
"35268",_DEFAULT,_DEFAULT,CLTENV_CENTROID_PFI,CLTNVCPFI,"52162",2013/03/14
"35269",_DEFAULT,_DEFAULT,CLTENV_FEATURE_QUALITY_ID,CLTNVFQID,"52163",2013/03/14
"35270",_DEFAULT,_DEFAULT,CLTENV_FEATURE_TYPE,CLTNVFTYPE,"52164",2013/03/14
"35271",_DEFAULT,_DEFAULT,CLTENV_PFI_CREATED,CLTNVPFICR,"52165",2013/03/14
"35272",_DEFAULT,_DEFAULT,CLTENV_UFI_CREATED,CLTNVUFICR,"52166",2013/03/14
"35273",_DEFAULT,_DEFAULT,CLTENV_UFI_OLD,CLTNVUFIOL,"52167",2013/03/14
"35274",_DEFAULT,_DEFAULT,CLTENV_Z_LEVEL,CLTNVZLVL,"52168",2013/03/14
"35275",_DEFAULT,_DEFAULT,CLTEN_FEATURE_QUALITY_ID,CLTNFQID,"52169",2013/03/14
"35276",_DEFAULT,_DEFAULT,CLTEN_LGA_CODE,CLGNLGAC,"52170",2013/03/14
"35277",_DEFAULT,_DEFAULT,CLTEN_PFI_CREATED,CLTNPFICR,"52171",2013/03/14
"35278",_DEFAULT,_DEFAULT,CLTEN_TENURE_CODE,CLTENTENC,"52172",2013/03/14
"35279",_DEFAULT,_DEFAULT,CLTEN_TENURE_ID,CLTNTENID,"52173",2013/03/14
"35280",_DEFAULT,_DEFAULT,CLTEN_TENURE_TYPE,CLTNTENTYP,"52174",2013/03/14
"35281",_DEFAULT,_DEFAULT,CLTEN_UFI_CREATED,CLTNUFICR,"52175",2013/03/14
"35282",_DEFAULT,_DEFAULT,CLTEN_UFI_OLD,CLTNUFIOLD,"52176",2013/03/14
"35283",_DEFAULT,_DEFAULT,STATUS_DATE,STATDATE,"52177",2013/03/14
"35284",_DEFAULT,_DEFAULT,BIOREGION_CODE,BIOREGCODE,"52178",2013/03/14
"35285",_DEFAULT,_DEFAULT,BIOREGION_NO,BIOREGNO,"52179",2013/03/14
"35286",_DEFAULT,_DEFAULT,BIOREGION_SRC,BIOREGSRC,"52180",2013/03/14
"35287",_DEFAULT,_DEFAULT,EQUIV_LSCODE,EQUIVLSCOD,"52181",2013/03/14
"35288",_DEFAULT,_DEFAULT,EVC_BCS_DESC,EVCBCSDESC,"52182",2013/03/14
"35289",_DEFAULT,_DEFAULT,EVC_BCS_SRC,EVCBCSSRC,"52183",2013/03/14
"35290",_DEFAULT,_DEFAULT,EVC_GO_DESC,EVCGODESC,"52184",2013/03/14
"35291",_DEFAULT,_DEFAULT,LS_RELIABIL,LSRELIAB,"52185",2013/03/14
"35292",_DEFAULT,_DEFAULT,X_AS2482DESC,XAS2482DES,"52186",2013/03/14
"35293",_DEFAULT,_DEFAULT,X_CLASSDESC,XCLASSDESC,"52187",2013/03/14
"35294",_DEFAULT,_DEFAULT,X_GROUPNAME,XGROUPNAME,"52188",2013/03/14
"35295",_DEFAULT,_DEFAULT,X_SUBCATEGORY,XSUBCAT,"52189",2013/03/14
"35296",_DEFAULT,_DEFAULT,X_SUBGROUPNAME,XSUBGGROUP,"52190",2013/03/14
"35297",_DEFAULT,_DEFAULT,ECCMMTREC_ID,ECCMMTID,"52191",2013/03/14
"35298",_DEFAULT,_DEFAULT,ECCSTUDY_ID,ECCSTUDYID,"52192",2013/03/14
"35299",_DEFAULT,_DEFAULT,X_CURLSDESC,XCURLSDESC,"52193",2013/03/14
"35300",_DEFAULT,_DEFAULT,X_CURLSNOTES,XCURLSNOTE,"52194",2013/03/14
"35301",_DEFAULT,_DEFAULT,X_LNDMGRDESC,XLNDMGRDES,"52195",2013/03/14
"35302",_DEFAULT,_DEFAULT,X_LNDMGRVERB,XLNDMGRVER,"52196",2013/03/14
"35303",_DEFAULT,_DEFAULT,X_MMTFORDESC,XMMTFORDES,"52197",2013/03/14
"35304",_DEFAULT,_DEFAULT,X_MMTGENDESC,XMMTGENDES,"52198",2013/03/14
"35305",_DEFAULT,_DEFAULT,X_MMTNEWDESC,XMMTNEWDES,"52199",2013/03/14
"35306",_DEFAULT,_DEFAULT,X_MMTOLDDESC,XMMTOLDDES,"52200",2013/03/14
"35307",_DEFAULT,_DEFAULT,X_MMTPKDESC,XMMTPKDESC,"52201",2013/03/14
"35308",_DEFAULT,_DEFAULT,X_POLMGRDESC,XPOLMGRD,"52202",2013/03/14
"46615",_DEFAULT,_DEFAULT,SIGNIFICANCE,SIGNIF,"52203",2013/03/14
"35310",_DEFAULT,_DEFAULT,ALTERNATE_LOCALITY_ID,ALTLOCID,"52204",2013/03/14
"35311",_DEFAULT,_DEFAULT,COMPLETED_DESCRIPTOR_COUNT,COMPLDESC,"52205",2013/03/14
"35312",_DEFAULT,_DEFAULT,FIELD_MISMATCH,FLDMISMTCH,"52206",2013/03/14
"35313",_DEFAULT,_DEFAULT,FORMERLY_KNOWN,FORMERKNOW,"52207",2013/03/14
"35314",_DEFAULT,_DEFAULT,GAZETTAL_REGISTRATION,GAZREGN,"52208",2013/03/14
"35315",_DEFAULT,_DEFAULT,GAZETTED_LOCALITY_NAME,GAZLOC,"52209",2013/03/14
"35316",_DEFAULT,_DEFAULT,LOCALITY_UNIQUE,LOCUNIQUE,"52210",2013/03/14
"35317",_DEFAULT,_DEFAULT,PARISH_TOWN_ID,PARTOWNID,"52211",2013/03/14
"35318",_DEFAULT,_DEFAULT,PLAN_NUM_XX,PLANNUMXX,"52212",2013/03/14
"35319",_DEFAULT,_DEFAULT,ROWID_COLUMN_PK,ROWIDCOLPK,"52213",2013/03/14
"35320",_DEFAULT,_DEFAULT,ROWID_COLUMN_PK_VALUE,ROWIDPKVAL,"52214",2013/03/14
"35321",_DEFAULT,_DEFAULT,ROW_COLUMN_PK,ROWCOLPK,"52215",2013/03/14
"35322",_DEFAULT,_DEFAULT,SCHEME_CODE_1,SCHMCODE1,"52216",2013/03/14
"35323",_DEFAULT,_DEFAULT,SCHEME_CODE_2,SCHMCODE2,"52217",2013/03/14
"35324",_DEFAULT,_DEFAULT,SPI_NOT_IN_VOTS,SPINOINVOT,"52218",2013/03/14
"35325",_DEFAULT,_DEFAULT,TOTAL_INVALID,TOTINVALID,"52219",2013/03/14
"35326",_DEFAULT,_DEFAULT,TOTAL_PARCEL,TOTPARCEL,"52220",2013/03/14
"35327",_DEFAULT,_DEFAULT,TR_LOCALITY,LOCALITY,"52221",2013/03/14
"35328",_DEFAULT,_DEFAULT,TR_ROADNAME,ROADNAME,"52222",2013/03/14
"35329",_DEFAULT,_DEFAULT,TR_ROADSUFFIX,ROADSUFFIX,"52223",2013/03/14
"35330",_DEFAULT,_DEFAULT,X_ECCMMTDESC,XECCMMTDES,"52224",2013/03/14
"35331",_DEFAULT,_DEFAULT,X_STATEDESC,XSTATEDES,"52225",2013/03/14
"35332",_DEFAULT,_DEFAULT,GAZETTED_LGA_NAM,GAZ_LGA,"52226",2013/03/14
"35333",_DEFAULT,_DEFAULT,LOCN100_G_ID,LOCN100GID,"52227",2013/03/14
"35334",_DEFAULT,_DEFAULT,POLYGONID_1,POLYGONID1,"52228",2013/03/14
"35335",_DEFAULT,_DEFAULT,VEC_WARD_ID,VECWARDID,"52229",2013/03/14
"35336",_DEFAULT,_DEFAULT,EFFECTIVE_FROM,EFFEC_FROM,"52230",2013/03/14
"35337",_DEFAULT,_DEFAULT,EFFECTIVE_TO,EFFEC_TO,"52231",2013/03/14
"35338",_DEFAULT,_DEFAULT,LAST_REVIEWED_DATE,LASTREVIEW,"52232",2013/03/14
"35339",_DEFAULT,_DEFAULT,LAST_REVIEWED,LASTREVIEW,"52233",2013/03/14
"35340",_DEFAULT,_DEFAULT,FEATURETYPE_TABLE_ID,FTYPETID,"52234",2013/03/14
"35341",_DEFAULT,_DEFAULT,RESPONSIBLE_BUSINESS,RESPBUS,"52235",2013/03/14
"35342",_DEFAULT,_DEFAULT,RESPONSIBLE_BUSINESS_CODE,RESPBUSC,"52236",2013/03/14
"35343",_DEFAULT,_DEFAULT,VICGOV_REGION,VGREG,"52237",2013/03/14
"35344",_DEFAULT,_DEFAULT,VICGOV_REGION_CODE,VGREGC,"52238",2013/03/14
"35345",_DEFAULT,_DEFAULT,VICGOV_REGION_SNAME,VGREGSNM,"52239",2013/03/14
"35346",_DEFAULT,_DEFAULT,ZONE_STATUS_CODE,ZNSTATC,"52240",2013/03/14
"35347",_DEFAULT,_DEFAULT,REGION_CODE,REGIONC,"52241",2013/03/14
"1",_DEFAULT,_DEFAULT,LABEL_TEXT_COLUMN,LBLTXTCOL,"52242",2013/03/14
"46616",_DEFAULT,_DEFAULT,FSM_FIRESEV,FSMFIRESEV,"52243",2013/03/14
"46617",_DEFAULT,_DEFAULT,GROWTHSTAGE,GROWTHSTGE,"52244",2013/03/14
"46618",_DEFAULT,_DEFAULT,GSTAGE100_SRC,GSTG100SRC,"52245",2013/03/14
"46619",_DEFAULT,_DEFAULT,LSCAPE_ZONE,LSCAPEZONE,"52246",2013/03/14
"46620",_DEFAULT,_DEFAULT,ORIGIN_CLASS,ORIGINCLSS,"52247",2013/03/14
"46621",_DEFAULT,_DEFAULT,RELIABILITY,RELIABILTY,"52248",2013/03/14
"46609",_DEFAULT,_DEFAULT,AUSLIGSHEETNO,AUSLGSHTNO,"52249",2013/03/14
"46610",_DEFAULT,_DEFAULT,BUFFER_DIST,BUFFDIST,"52250",2013/03/14
"46611",_DEFAULT,_DEFAULT,SECTION_SDE,SECTN_SDE,"52251",2013/03/14
"46612",_DEFAULT,_DEFAULT,COMPARTMENT,COMPARTMNT,"52252",2013/03/14
"46613",_DEFAULT,_DEFAULT,DEGREES_ALT,DEGREESALT,"52253",2013/03/14
"46614",_DEFAULT,_DEFAULT,FOREST_1869,FOREST1869,"52254",2013/03/14
"46622",_DEFAULT,_DEFAULT,SHEET_NAME2,SHEETNAME2,"52255",2013/03/14
"46623",_DEFAULT,_DEFAULT,USED_IN_SFRI,USEDINSFRI,"52256",2013/03/14
"46624",_DEFAULT,_DEFAULT,WORK_CENTRE,WORKCENTRE,"52257",2013/03/14
"46625",_DEFAULT,_DEFAULT,X_COMMONNAME,XCOMMONAME,"52258",2013/03/14
"46626",_DEFAULT,_DEFAULT,X_DESCRIPTION,XDESCRIPTN,"52259",2013/03/14
"46627",_DEFAULT,_DEFAULT,X_OWNER_TYPE,XOWNERTYPE,"52260",2013/03/14
"46629",_DEFAULT,_DEFAULT,X_PREV_LUSE,XPREVLUSE,"52261",2013/03/14
"46630",_DEFAULT,_DEFAULT,X_RELIABILITY,XRELIBILTY,"52262",2013/03/14
"46631",_DEFAULT,_DEFAULT,COHORTDESTINATIONDENSITY,COHORDSTDY,"52263",2013/03/14
"46632",_DEFAULT,_DEFAULT,ARTEFACT_SCATTER,ARTFCTSCTT,"52264",2013/03/14
"46633",_DEFAULT,_DEFAULT,GRINDING_GROOVES,GRINDNGGRV,"52265",2013/03/14
"46634",_DEFAULT,_DEFAULT,PIT_FEATURE,PITFEATURE,"52266",2013/03/14
"46635",_DEFAULT,_DEFAULT,PREDOM_PLACE,PREDOMPLCE,"52267",2013/03/14
"46637",_DEFAULT,_DEFAULT,SHELL_DEPOSIT,SHELLDPSIT,"52269",2013/03/14
"46638",_DEFAULT,_DEFAULT,STONE_ARRANGEMEN,STNEARRNGM,"52270",2013/03/14
"46639",_DEFAULT,_DEFAULT,STONE_STRUCTURE,STNESTRUTR,"52271",2013/03/14
"46640",_DEFAULT,_DEFAULT,SUB_SURFACE_DEPO,SUBSURFDEP,"52272",2013/03/14
"46642",_DEFAULT,_DEFAULT,TILE_NAME_25,TILENAME25,"52274",2013/03/14
"46643",_DEFAULT,_DEFAULT,TILE_NAME_LCS,TILENAMLCS,"52275",2013/03/14
"46644",_DEFAULT,_DEFAULT,TILE_NAME_AV,TILENAMEAV,"52276",2013/03/14
"46646",_DEFAULT,_DEFAULT,CLM_COMMENTS,CLMCOMMENT,"52278",2013/03/14
"46647",_DEFAULT,_DEFAULT,DISTRICT_ID,DISTRICTID,"52279",2013/03/14
"46648",_DEFAULT,_DEFAULT,DISTRICT_NAME,DSTRCTNAME,"52280",2013/03/14
"46650",_DEFAULT,_DEFAULT,FIRE100_XY_SRC,FR100XYSRC,"52282",2013/03/14
"46651",_DEFAULT,_DEFAULT,FIRE100_XY_SRC,FR100XYSRC,"52283",2013/03/14
"46652",_DEFAULT,_DEFAULT,FIREDIST_NAME,FRDISTNAME,"52284",2013/03/14
"46654",_DEFAULT,_DEFAULT,FIRE_INTENSE,FR_INTENSE,"52286",2013/03/14
"46655",_DEFAULT,_DEFAULT,LIMS_REGION,LIMSREGION,"52287",2013/03/14
"46656",_DEFAULT,_DEFAULT,NRE_REG_NAME,NREREGNAME,"52288",2013/03/14
"46658",_DEFAULT,_DEFAULT,PVADM_REG_NAME,PVADMREGNM,"52290",2013/03/14
"46659",_DEFAULT,_DEFAULT,PV_REG_CODE,PVREGCODE,"52291",2013/03/14
"46660",_DEFAULT,_DEFAULT,REGION_NAME,REGIONNAME,"52292",2013/03/14
"46661",_DEFAULT,_DEFAULT,START_MONTH,STARTMONTH,"52293",2013/03/14
"46663",_DEFAULT,_DEFAULT,VR_RED_MAPREF,VRREDMAPRF,"52295",2013/03/14
"46664",_DEFAULT,_DEFAULT,WAN_LINK_SP,WANLINKSP,"52296",2013/03/14
"46665",_DEFAULT,_DEFAULT,X_BURNSEASON,XBRNSEASON,"52297",2013/03/14
"46667",_DEFAULT,_DEFAULT,X_F_DISTRICT,XFDISTRICT,"52299",2013/03/14
"46668",_DEFAULT,_DEFAULT,X_INTENSITY,XINTENSITY,"52300",2013/03/14
"46669",_DEFAULT,_DEFAULT,X_LOCALNAME,XLOCALNAME,"52301",2013/03/14
"46671",_DEFAULT,_DEFAULT,X_TOWERLOCN,XTOWERLOCN,"52303",2013/03/14
"46672",_DEFAULT,_DEFAULT,Y_COORDINATE,YCOORDINAT,"52304",2013/03/14
"46673",_DEFAULT,_DEFAULT,ADDRESS_LOCATION_PFI,ADDRLOCPFI,"52305",2013/03/14
"46675",_DEFAULT,_DEFAULT,BUILDING_NAME_1,BULDNAME1,"52307",2013/03/14
"46677",_DEFAULT,_DEFAULT,BUILDING_NAME_2,BLDNAME2,"52308",2013/03/14
"46678",_DEFAULT,_DEFAULT,CENTROID_ENTID,CNTRDENTID,"52309",2013/03/14
"46680",_DEFAULT,_DEFAULT,IS_DISPLAYED,ISDISPLAY,"52311",2013/03/14
"46681",_DEFAULT,_DEFAULT,IS_DISTRIBUTED,ISDISTRIBU,"52312",2013/03/14
"46682",_DEFAULT,_DEFAULT,PL_PLACE_POINT_PFI,PLPLCPTPFI,"52313",2013/03/14
"46683",_DEFAULT,_DEFAULT,PROPERTY_ENTID,PRPTYENTID,"52314",2013/03/14
"46685",_DEFAULT,_DEFAULT,PR_STREET_NAME,PR_ST_NAME,"52316",2013/03/14
"46687",_DEFAULT,_DEFAULT,PR_STREET_SUFFIX,PR_ST_SUFF,"52317",2013/03/14
"46688",_DEFAULT,_DEFAULT,PR_STREET_TYPE,PR_ST_TYP,"52318",2013/03/14
"46689",_DEFAULT,_DEFAULT,CURRENTCODE,CURRENTCOD,"52319",2013/03/14
"46691",_DEFAULT,_DEFAULT,SUPERSEDED_DATE,SUPRSDDATE,"52321",2013/03/14
"46692",_DEFAULT,_DEFAULT,VEACRECS25_PFI,VCRCS25PFI,"52322",2013/03/14
"46694",_DEFAULT,_DEFAULT,VEACRECS25_UFI,VCRCS25UFI,"52323",2013/03/14
"47419",_DEFAULT,_DEFAULT,PLAN_NUMBER_ID,PLAN_NUMID,"52325",2013/03/14
"47420",_DEFAULT,_DEFAULT,REFTAB_RELATIONSHIP_ID,RT_RELN_ID,"52326",2013/03/14
"47421",_DEFAULT,_DEFAULT,AREA_SOURCE,AREA_SRC,"52327",2013/03/14
"47423",_DEFAULT,_DEFAULT,AREA_TYPE_ID,AREATYPEID,"52329",2013/03/14
"47424",_DEFAULT,_DEFAULT,LASTUPDATED,LASTUPDATE,"52330",2013/03/14
"47425",_DEFAULT,_DEFAULT,POLY_SOURCE,POLY_SRC,"52331",2013/03/14
"47427",_DEFAULT,_DEFAULT,X_PROPLSDESC,XPROPLSDES,"52333",2013/03/14
"47519",_DEFAULT,_DEFAULT,FEATURE_RELIABILITY_CODE,FEAT_REL_C,"52334",2013/03/14
"47520",_DEFAULT,_DEFAULT,SOURCE_BEGIN_DATE,SRC_BEGIN,"52335",2013/03/14
"47522",_DEFAULT,_DEFAULT,SOURCE_ORGANISATION_CODE,SRC_ORG_C,"52337",2013/03/14
"47523",_DEFAULT,_DEFAULT,SOURCE_TYPE_CODE,SRC_TYPE_C,"52338",2013/03/14
"47524",_DEFAULT,_DEFAULT,TREE_DENSITY,TREE_DEN,"52339",2013/03/14
"47526",_DEFAULT,_DEFAULT,ORGANISATION,ORG,"52341",2013/03/14
"47527",_DEFAULT,_DEFAULT,ORGANISATION_CODE,ORG_C,"52342",2013/03/14
"47528",_DEFAULT,_DEFAULT,SOURCE_TYPE,SRC_TYPE,"52343",2013/03/14
"47529",_DEFAULT,_DEFAULT,TREE_DENSITY_CODE,TREE_DEN_C,"52344",2013/03/14
"85256",_DEFAULT,_DEFAULT,DATA_FORMAT,DATAFORMAT,"52826",2013/03/14
"85257",_DEFAULT,_DEFAULT,DOWNSTREAM_MIGRATION,DOWNSTRMIG,"52827",2013/03/14
"85258",_DEFAULT,_DEFAULT,EASTING_MGA,EASTINGMGA,"52828",2013/03/14
"85259",_DEFAULT,_DEFAULT,ESTIMATED_POP,EST_POP,"52829",2013/03/14
"85260",_DEFAULT,_DEFAULT,ESTIMATED_POPULA,EST_POP,"52830",2013/03/14
"85261",_DEFAULT,_DEFAULT,ESTUARY_NAME,ESTUARYNAM,"52831",2013/03/14
"85262",_DEFAULT,_DEFAULT,FROM_BOUNDARY_DESCRIPTION,FROMBDYDES,"52832",2013/03/14
"85263",_DEFAULT,_DEFAULT,FROM_BOUNDARY_DIRECTION,FROMBDYDIR,"52833",2013/03/14
"85264",_DEFAULT,_DEFAULT,GAZETTED_DATE,GAZ_DATE,"52834",2013/03/14
"85265",_DEFAULT,_DEFAULT,GRIDREFERENCE,GRIDREF,"52835",2013/03/14
"85266",_DEFAULT,_DEFAULT,HF_DEPTH_AHD,HFDEPTHAHD,"52836",2013/03/14
"85267",_DEFAULT,_DEFAULT,IMCRA_G2_ID,IMCRAG2ID,"52837",2013/03/14
"85268",_DEFAULT,_DEFAULT,LF_DEPTH_AHD,LFDEPTHAHD,"52838",2013/03/14
"85269",_DEFAULT,_DEFAULT,LF_DEPTH_AHD,LFDEPTHAHD,"52839",2013/03/14
"85270",_DEFAULT,_DEFAULT,LIFE_FORMAT,LIFEFORMAT,"52840",2013/03/14
"85271",_DEFAULT,_DEFAULT,LIFE_ORIGINATOR,LIFEORIGTR,"52841",2013/03/14
"85273",_DEFAULT,_DEFAULT,LIFE_PERIOD,LIFEPERIOD,"52842",2013/03/14
"85274",_DEFAULT,_DEFAULT,LIFE_PUBLICATION_INFO,LIFEPUBINF,"52843",2013/03/14
"85275",_DEFAULT,_DEFAULT,LIFE_RESOURCE_ELEMENTS,LIFERESELT,"52844",2013/03/14
"85276",_DEFAULT,_DEFAULT,LOCATIONDESC,LOCTNDESC,"52845",2013/03/14
"85277",_DEFAULT,_DEFAULT,MAJ_RIVE2_ID,MAJRIVERID,"52846",2013/03/14
"85278",_DEFAULT,_DEFAULT,NAT_CON_STAT,NATCONST,"52847",2013/03/14
"85279",_DEFAULT,_DEFAULT,NAT_CON_STAT_1,NATCONST1,"52848",2013/03/14
"85280",_DEFAULT,_DEFAULT,NAT_CON_STAT_2,NATCONST2,"52849",2013/03/14
"85281",_DEFAULT,_DEFAULT,NAT_CON_STAT_3,NATCONST3,"52850",2013/03/14
"85282",_DEFAULT,_DEFAULT,NAT_CON_STAT_4,NATCONST4,"52851",2013/03/14
"85283",_DEFAULT,_DEFAULT,NORTHING_MGA,NORTHMGA,"52852",2013/03/14
"85284",_DEFAULT,_DEFAULT,PATHWAY_OF_OILING,PTHWYOFOIL,"52853",2013/03/14
"85285",_DEFAULT,_DEFAULT,PUBLICATION,PUBLICATN,"52854",2013/03/14
"85286",_DEFAULT,_DEFAULT,REGION_NUMBER,REGION_NO,"52855",2013/03/14
"85287",_DEFAULT,_DEFAULT,RESERVE_CODE,RESERVE_CD,"52856",2013/03/14
"85288",_DEFAULT,_DEFAULT,RESERVE_NAME,RESERVENAM,"52857",2013/03/14
"85294",_DEFAULT,_DEFAULT,SCIENTIFIC_NAME_1,SCI_NAME1,"52858",2013/03/14
"85290",_DEFAULT,_DEFAULT,RESOURCE_ELEMENTS,RES_ELEMTS,"52859",2013/03/14
"85291",_DEFAULT,_DEFAULT,SAMPLINGMETHOD,SAMPLEMETH,"52860",2013/03/14
"85292",_DEFAULT,_DEFAULT,SCIENTIFIC_NAME,SCI_NAME,"52861",2013/03/14
"85296",_DEFAULT,_DEFAULT,SCIENTIFIC_NAME_3,SCI_NAME3,"52862",2013/03/14
"85295",_DEFAULT,_DEFAULT,SCIENTIFIC_NAME_2,SCI_NAME2,"52863",2013/03/14
"85297",_DEFAULT,_DEFAULT,SCIENTIFIC_NAME_4,SCI_NAME4,"52864",2013/03/14
"85298",_DEFAULT,_DEFAULT,SEAIHABITAT,SEAIHABIT,"52865",2013/03/14
"85299",_DEFAULT,_DEFAULT,SEASONAL_PRESENC,SEASONPR,"52866",2013/03/14
"85300",_DEFAULT,_DEFAULT,SEASON_PRESENCE,SEASONPR,"52867",2013/03/14
