TOWNSHIP_CODE,TOWNSHIP,STATUS,UFI,UFI_CREATED
5492,MAJORCA,ACTIVE,       10013737,2008/02/28
5496,MANANGATANG,ACTIVE,       10013739,2008/02/28
5501,MARENGO,ACTIVE,       10013741,2008/02/28
5505,MARONG,ACTIVE,       10013743,2008/02/28
5509,MARYSVILLE,ACTIVE,       10013745,2008/02/28
5513,MEENIYAN,ACTIVE,       10013747,2008/02/28
5517,MEREDITH,ACTIVE,       10013749,2008/02/28
5521,MERRICKS,ACTIVE,       10013751,2008/02/28
5526,METUNG,ACTIVE,       10013753,2008/02/28
5529,MIEPOLL,ACTIVE,       10013755,2008/02/28
5534,MIRALIE,ACTIVE,       10013757,2008/02/28
5538,MITCHELLSTOWN,ACTIVE,       10013759,2008/02/28
5543,MOLESWORTH,ACTIVE,       10013761,2008/02/28
5548,MOORILIM,ACTIVE,       10013763,2008/02/28
5552,MORRISONS,ACTIVE,       10013765,2008/02/28
5556,MOYSTON,ACTIVE,       10013767,2008/02/28
5561,MURCHISON,ACTIVE,       10013769,2008/02/28
5563,MURRA WARRA,ACTIVE,       10013770,2008/02/28
5568,MYRTLEFORD,ACTIVE,       10013772,2008/02/28
5572,NANDALY,ACTIVE,       10013774,2008/02/28
5577,NATHALIA,ACTIVE,       10013776,2008/02/28
5582,NEERIM,ACTIVE,       10013778,2008/02/28
5586,NETHERBY,ACTIVE,       10013780,2008/02/28
5593,NEWRY,ACTIVE,       10013783,2008/02/28
5596,NILMA,ACTIVE,       10013785,2008/02/28
5601,NORADJUHA,ACTIVE,       10013787,2008/02/28
5607,NUMURKAH,ACTIVE,       10013789,2008/02/28
5609,NUNTIN,ACTIVE,       10013790,2008/02/28
5613,NYORA,ACTIVE,       10013792,2008/02/28
5617,OMEO,ACTIVE,       10013794,2008/02/28
5621,OUYEN,ACTIVE,       10013796,2008/02/28
5629,PENSHURST,ACTIVE,       10013800,2008/02/28
5634,PIER-MILLAN,ACTIVE,       10013802,2008/02/28
5636,PIMPINIO,ACTIVE,       10013803,2008/02/28
5640,PIRRON YALLOCK,ACTIVE,       10013805,2008/02/28
5645,POREPUNKAH,ACTIVE,       10013807,2008/02/28
5651,PORTLAND,ACTIVE,       10013809,2008/02/28
5655,PULLUT,ACTIVE,       10013811,2008/02/28
5664,RAINBOW,ACTIVE,       10013815,2008/02/28
5666,RAYMOND ISLAND,ACTIVE,       10013816,2008/02/28
5671,RED HILL SOUTH,ACTIVE,       10013818,2008/02/28
5676,RINGWOOD,ACTIVE,       10013820,2008/02/28
5681,ROMSEY,ACTIVE,       10013822,2008/02/28
5684,ROSSBRIDGE,ACTIVE,       10013824,2008/02/28
5689,RUSHWORTH,ACTIVE,       10013826,2008/02/28
5693,ST CLAIR,ACTIVE,       10013828,2008/02/28
5704,SEASPRAY,ACTIVE,       10013833,2008/02/28
5706,SEBASTIAN,ACTIVE,       10013834,2008/02/28
5711,SEYMOUR,ACTIVE,       10013836,2008/02/28
5715,SHOREHAM,ACTIVE,       10013838,2008/02/28
5719,SMEATON,ACTIVE,       10013840,2008/02/28
5724,SOUTH MUCKLEFORD,ACTIVE,       10013842,2008/02/28
5730,STAWELL,ACTIVE,       10013844,2008/02/28
5736,STRATFORD,ACTIVE,       10013847,2008/02/28
5741,STREATHAM,ACTIVE,       10013849,2008/02/28
9999,NOT APPLICABLE,ACTIVE,       10013851,2008/02/28
5514B,"WEST MELBOURNE, AT : CITY OF MELBOURNE",ACTIVE,       10013852,2008/02/28
5120,BRUTHEN,ACTIVE,       10013017,2008/02/28
5123,BUCKRABANYULE,ACTIVE,       10013019,2008/02/28
5127,BULLARTO SOUTH,ACTIVE,       10013021,2008/02/28
5133,BUNGEET,ACTIVE,       10013024,2008/02/28
5140,BYADUK,ACTIVE,       10013028,2008/02/28
5143,CALLIGNEE,ACTIVE,       10013030,2008/02/28
5146,CAMPBELLTOWN,ACTIVE,       10013032,2008/02/28
5152,CARAPOOK,ACTIVE,       10013035,2008/02/28
5155,CARLSRUHE,ACTIVE,       10013037,2008/02/28
5159,CARWARP,ACTIVE,       10013039,2008/02/28
5163,CASTLEMAINE,ACTIVE,       10013041,2008/02/28
5166,CHARLTON,ACTIVE,       10013043,2008/02/28
5173,CHILTERN,ACTIVE,       10013047,2008/02/28
5177,CLUB TERRACE,ACTIVE,       10013049,2008/02/28
5183,COCAMBA,ACTIVE,       10013052,2008/02/28
5187,COLBINABBIN,ACTIVE,       10013054,2008/02/28
5191,COOMA,ACTIVE,       10013056,2008/02/28
5194,COPE COPE,ACTIVE,       10013058,2008/02/28
5197,CORINDHAP,ACTIVE,       10013060,2008/02/28
5204,COWES,ACTIVE,       10013064,2008/02/28
5208,CRAVENSVILLE,ACTIVE,       10013066,2008/02/28
5211,CRESWICK,ACTIVE,       10013068,2008/02/28
5215,CUDGEE,ACTIVE,       10013070,2008/02/28
5219,CURYO,ACTIVE,       10013072,2008/02/28
5222,DANYO,ACTIVE,       10013074,2008/02/28
5226,DARLINGTON,ACTIVE,       10013076,2008/02/28
5233,DEDDICK,ACTIVE,       10013080,2008/02/28
5237,DEREEL,ACTIVE,       10013082,2008/02/28
5241,DEVON,ACTIVE,       10013084,2008/02/28
5244,DIGBY,ACTIVE,       10013086,2008/02/28
5248,DOOEN,ACTIVE,       10013088,2008/02/28
5252,DROUIN,ACTIVE,       10013090,2008/02/28
5255,DUNBULBALANE,ACTIVE,       10013092,2008/02/28
5260,DURHAM OX,ACTIVE,       10013094,2008/02/28
