PARISH_TOWN_ID,PARISH_TOWN_CODE,PARISH_TOWN,PARISH_TOWN_DISPLAY,UFI,UFI_CREATED
  2530,3647,TRARALGON,PARISH OF TRARALGON,       10012001,2008/02/28
  2531,5801,TRARALGON (T),TOWNSHIP OF TRARALGON,       10012002,2008/02/28
  2533,3649,TRENTHAM,PARISH OF TRENTHAM,       10012004,2008/02/28
  2534,5802,TRENTHAM (T),TOWNSHIP OF TRENTHAM,       10012005,2008/02/28
  2536,5803,TRINITA (T),TOWNSHIP OF TRINITA,       10012007,2008/02/28
  2537,3651,TRUGANINA,PARISH OF TRUGANINA,       10012008,2008/02/28
  2538,3652,TUBBUT,PARISH OF TUBBUT,       10012009,2008/02/28
  2540,3654,TULLAMARINE,PARISH OF TULLAMARINE,       10012011,2008/02/28
  2541,3655,TULLICH,PARISH OF TULLICH,       10012012,2008/02/28
  2543,3657,TUNART,PARISH OF TUNART,       10012014,2008/02/28
  2544,5804,TUNGAMAH (T),TOWNSHIP OF TUNGAMAH,       10012015,2008/02/28
  2546,5805,TUNSTALS (T),TOWNSHIP OF TUNSTALS,       10012017,2008/02/28
  2547,3659,TURANDUREY,PARISH OF TURANDUREY,       10012018,2008/02/28
  2549,3661,TUROAR,PARISH OF TUROAR,       10012020,2008/02/28
  2550,3662,TURRUMBERRY,PARISH OF TURRUMBERRY,       10012021,2008/02/28
  2552,3664,TUTEGONG,PARISH OF TUTEGONG,       10012023,2008/02/28
  2553,3665,TUTYE,PARISH OF TUTYE,       10012024,2008/02/28
  2554,5806,TUTYE (T),TOWNSHIP OF TUTYE,       10012025,2008/02/28
  2555,5807,TYAAK (T),TOWNSHIP OF TYAAK,       10012026,2008/02/28
  2557,3667,TYAGOOK,PARISH OF TYAGOOK,       10012028,2008/02/28
  2558,3668,TYALLA,PARISH OF TYALLA,       10012029,2008/02/28
  2560,3670,TYAR,PARISH OF TYAR,       10012031,2008/02/28
  2561,3671,TYENNA,PARISH OF TYENNA,       10012032,2008/02/28
  2563,3672,TYIRRA,PARISH OF TYIRRA,       10012034,2008/02/28
  2564,3673,TYLDEN,PARISH OF TYLDEN,       10012035,2008/02/28
  2566,5810,TYNONG (T),TOWNSHIP OF TYNONG,       10012037,2008/02/28
  2567,3674,TYNTYNDER,PARISH OF TYNTYNDER,       10012038,2008/02/28
  2569,3676,TYNTYNDER WEST,PARISH OF TYNTYNDER WEST,       10012040,2008/02/28
  2570,3677,TYRENDARRA,PARISH OF TYRENDARRA,       10012041,2008/02/28
  2571,5811,TYRENDARRA (T),TOWNSHIP OF TYRENDARRA,       10012042,2008/02/28
  2572,3678,TYRRELL,PARISH OF TYRRELL,       10012043,2008/02/28
  2574,3680,ULUPNA,PARISH OF ULUPNA,       10012045,2008/02/28
  2575,3681,UNDERA,PARISH OF UNDERA,       10012046,2008/02/28
  2577,5812,UNDERBOOL (T),TOWNSHIP OF UNDERBOOL,       10012048,2008/02/28
  2578,3683,UNDOWAH,PARISH OF UNDOWAH,       10012049,2008/02/28
  2580,3685,URANGARA,PARISH OF URANGARA,       10012051,2008/02/28
  2581,5813,VAUGHAN (T),TOWNSHIP OF VAUGHAN,       10012052,2008/02/28
  2582,3686,VECTIS EAST,PARISH OF VECTIS EAST,       10012053,2008/02/28
  2584,5815,VIOLET TOWN (T),TOWNSHIP OF VIOLET TOWN,       10012055,2008/02/28
  2585,3687,VITE VITE,PARISH OF VITE VITE,       10012056,2008/02/28
  2587,3688,WAAIA,PARISH OF WAAIA,       10012058,2008/02/28
  2588,5816,WAAIA (T),TOWNSHIP OF WAAIA,       10012059,2008/02/28
  2589,3689,WAANYARRA,PARISH OF WAANYARRA,       10012060,2008/02/28
  2591,3690,WAARRE,PARISH OF WAARRE,       10012062,2008/02/28
  2592,3691,WABBA,PARISH OF WABBA,       10012063,2008/02/28
  2594,3693,WABONGA,PARISH OF WABONGA,       10012065,2008/02/28
  2595,3694,WABONGA SOUTH,PARISH OF WABONGA SOUTH,       10012066,2008/02/28
  2596,3696,WAGANT,PARISH OF WAGANT,       10012067,2008/02/28
  2598,3698,WAGRA,PARISH OF WAGRA,       10012069,2008/02/28
  2599,3699,WAHRING,PARISH OF WAHRING,       10012070,2008/02/28
  2600,3700,WAIL,PARISH OF WAIL,       10012071,2008/02/28
  2602,3701,WAITCHIE,PARISH OF WAITCHIE,       10012073,2008/02/28
  2603,5825,WAL WAL (T),TOWNSHIP OF WAL WAL,       10012074,2008/02/28
  2605,5819,WALHALLA (T),TOWNSHIP OF WALHALLA,       10012076,2008/02/28
  2606,3703,WALHALLA EAST,PARISH OF WALHALLA EAST,       10012077,2008/02/28
  2608,3708,WALLA WALLA,PARISH OF WALLA WALLA,       10012079,2008/02/28
  2609,3704,WALLABY,PARISH OF WALLABY,       10012080,2008/02/28
  2610,5821,WALLACE (T),TOWNSHIP OF WALLACE,       10012081,2008/02/28
  2612,3706,WALLALOO,PARISH OF WALLALOO,       10012083,2008/02/28
  2613,5822,WALLAN (T),TOWNSHIP OF WALLAN,       10012084,2008/02/28
  2615,3709,WALLINDUC,PARISH OF WALLINDUC,       10012086,2008/02/28
  2616,3710,WALLOWA,PARISH OF WALLOWA,       10012087,2008/02/28
  2617,3711,WALLPOLLA,PARISH OF WALLPOLLA,       10012088,2008/02/28
  2619,3713,WALMER,PARISH OF WALMER,       10012090,2008/02/28
  2620,5823,WALMER (T),TOWNSHIP OF WALMER,       10012091,2008/02/28
  2622,3715,WALPAMUNDA,PARISH OF WALPAMUNDA,       10012093,2008/02/28
  2623,3716,WALPEUP,PARISH OF WALPEUP,       10012094,2008/02/28
  2625,3717,WALWA,PARISH OF WALWA,       10012096,2008/02/28
  2626,3718,WAMBA,PARISH OF WAMBA,       10012097,2008/02/28
  2628,3720,WANDILIGONG,PARISH OF WANDILIGONG,       10012099,2008/02/28
  2629,5826,WANDILIGONG (T),TOWNSHIP OF WANDILIGONG,       10012100,2008/02/28
  2630,3721,WANDIN YALLOCK,PARISH OF WANDIN YALLOCK,       10012101,2008/02/28
  2632,3722,WANDO,PARISH OF WANDO,       10012103,2008/02/28
  2633,5828,WANDO VALE (T),TOWNSHIP OF WANDO VALE,       10012104,2008/02/28
  2634,3723,WANDOWN,PARISH OF WANDOWN,       10012105,2008/02/28
  2636,5829,WANGARATTA (T),TOWNSHIP OF WANGARATTA,       10012107,2008/02/28
  2637,3725,WANGARATTA NORTH,PARISH OF WANGARATTA NORTH,       10012108,2008/02/28
  2638,3726,WANGARATTA SOUTH,PARISH OF WANGARATTA SOUTH,       10012109,2008/02/28
  2640,3728,WANGIE,PARISH OF WANGIE,       10012111,2008/02/28
  2643,5830,WANNON (T),TOWNSHIP OF WANNON,       10012114,2008/02/28
  2644,3731,WANURP,PARISH OF WANURP,       10012115,2008/02/28
  2646,3733,WANWIN,PARISH OF WANWIN,       10012117,2008/02/28
  2647,3734,WAPPAN,PARISH OF WAPPAN,       10012118,2008/02/28
  2648,3735,WARANGA,PARISH OF WARANGA,       10012119,2008/02/28
  2650,3737,WARATAH NORTH,PARISH OF WARATAH NORTH,       10012121,2008/02/28
  2651,3738,WARBURTON,PARISH OF WARBURTON,       10012122,2008/02/28
  2653,3739,WAREEK,PARISH OF WAREEK,       10012124,2008/02/28
  2654,5832,WAREEK (T),TOWNSHIP OF WAREEK,       10012125,2008/02/28
  2655,3740,WARGAN,PARISH OF WARGAN,       10012126,2008/02/28
  2657,3742,WARMUR,PARISH OF WARMUR,       10012128,2008/02/28
  2660,3756,WARRA WARRA,PARISH OF WARRA WARRA,       10012131,2008/02/28
  2661,3744,WARRABKOOK,PARISH OF WARRABKOOK,       10012132,2008/02/28
  2663,3746,WARRACKNABEAL,PARISH OF WARRACKNABEAL,       10012134,2008/02/28
  2664,5834,WARRACKNABEAL (T),TOWNSHIP OF WARRACKNABEAL,       10012135,2008/02/28
  2665,3747,WARRAGAMBA,PARISH OF WARRAGAMBA,       10012136,2008/02/28
  2667,5835,WARRAGUL (T),TOWNSHIP OF WARRAGUL,       10012138,2008/02/28
  2668,3749,WARRAIN,PARISH OF WARRAIN,       10012139,2008/02/28
  2670,5836,WARRAK (T),TOWNSHIP OF WARRAK,       10012141,2008/02/28
  2671,3751,WARRAMBAT,PARISH OF WARRAMBAT,       10012142,2008/02/28
  2673,3753,WARRANDYTE,PARISH OF WARRANDYTE,       10012144,2008/02/28
  2674,5837,WARRANDYTE (T),TOWNSHIP OF WARRANDYTE,       10012145,2008/02/28
  2676,3754,WARRANOOK,PARISH OF WARRANOOK,       10012147,2008/02/28
  2678,3757,WARRAYURE,PARISH OF WARRAYURE,       10012149,2008/02/28
  2679,5839,WARRAYURE (T),TOWNSHIP OF WARRAYURE,       10012150,2008/02/28
  2681,3759,WARRENBAYNE,PARISH OF WARRENBAYNE,       10012152,2008/02/28
  2682,3760,WARRENHEIP,PARISH OF WARRENHEIP,       10012153,2008/02/28
  2684,3761,WARRENMANG,PARISH OF WARRENMANG,       10012155,2008/02/28
  2685,3762,WARRIMOO,PARISH OF WARRIMOO,       10012156,2008/02/28
  2686,3763,WARRION,PARISH OF WARRION,       10012157,2008/02/28
  2688,3764,WARROCK,PARISH OF WARROCK,       10012159,2008/02/28
  2689,3765,WARRONG,PARISH OF WARRONG,       10012160,2008/02/28
  2690,3766,WARROWITUE,PARISH OF WARROWITUE,       10012161,2008/02/28
  2692,3768,WARUNG,PARISH OF WARUNG,       10012163,2008/02/28
  2693,3778,WAT WAT,PARISH OF WAT WAT,       10012164,2008/02/28
  2696,3771,WATCHEM,PARISH OF WATCHEM,       10012167,2008/02/28
  2697,5842,WATCHEM (T),TOWNSHIP OF WATCHEM,       10012168,2008/02/28
  2698,3772,WATCHUPGA,PARISH OF WATCHUPGA,       10012169,2008/02/28
  2699,3773,WATEGAT,PARISH OF WATEGAT,       10012170,2008/02/28
  2700,3774,WATGANIA,PARISH OF WATGANIA,       10012171,2008/02/28
  2701,3775,WATGANIA WEST,PARISH OF WATGANIA WEST,       10012172,2008/02/28
  2702,3776,WATHE,PARISH OF WATHE,       10012173,2008/02/28
  2703,3777,WATTA WELLA,PARISH OF WATTA WELLA,       10012174,2008/02/28
  2704,3779,WAU WAUKA,PARISH OF WAU WAUKA,       10012175,2008/02/28
  2705,3780,WAU WAUKA WEST,PARISH OF WAU WAUKA WEST,       10012176,2008/02/28
  2706,5843,WAUBRA (T),TOWNSHIP OF WAUBRA,       10012177,2008/02/28
  2707,3781,WAYGARA,PARISH OF WAYGARA,       10012178,2008/02/28
  2708,5844,WAYGARA (T),TOWNSHIP OF WAYGARA,       10012179,2008/02/28
  2709,5845,WEDDERBURN (T),TOWNSHIP OF WEDDERBURN,       10012180,2008/02/28
  2710,3782,WEDDERBURNE,PARISH OF WEDDERBURNE,       10012181,2008/02/28
  2711,3783,WEEAPROINAH,PARISH OF WEEAPROINAH,       10012182,2008/02/28
  2712,3784,WEECURRA,PARISH OF WEECURRA,       10012183,2008/02/28
  2713,3785,WEERAGUA,PARISH OF WEERAGUA,       10012184,2008/02/28
  2714,3786,WEERANGOURT,PARISH OF WEERANGOURT,       10012185,2008/02/28
  2715,3787,WEERING,PARISH OF WEERING,       10012186,2008/02/28
  2716,3788,WEHLA,PARISH OF WEHLA,       10012187,2008/02/28
  2717,5846,WEHLA (T),TOWNSHIP OF WEHLA,       10012188,2008/02/28
  2718,3789,WELLSFORD,PARISH OF WELLSFORD,       10012189,2008/02/28
  2719,3790,WELSHPOOL,PARISH OF WELSHPOOL,       10012190,2008/02/28
  2720,3791,WELUMLA,PARISH OF WELUMLA,       10012191,2008/02/28
  2721,3792,WEMEN,PARISH OF WEMEN,       10012192,2008/02/28
  2722,3793,WENSLEYDALE,PARISH OF WENSLEYDALE,       10012193,2008/02/28
  2723,3794,WENTWORTH,PARISH OF WENTWORTH,       10012194,2008/02/28
  2724,3795,WERMATONG,PARISH OF WERMATONG,       10012195,2008/02/28
  2725,3796,WERRAP,PARISH OF WERRAP,       10012196,2008/02/28
  2726,3797,WERRIBEE,PARISH OF WERRIBEE,       10012197,2008/02/28
  2727,5847,WERRIBEE (T),TOWNSHIP OF WERRIBEE,       10012198,2008/02/28
  2728,3798,WERRIGAR,PARISH OF WERRIGAR,       10012199,2008/02/28
  2729,3799,WERRIKOO,PARISH OF WERRIKOO,       10012200,2008/02/28
  2730,3800,WERRIMULL,PARISH OF WERRIMULL,       10012201,2008/02/28
  2731,5848,WERRIMULL (T),TOWNSHIP OF WERRIMULL,       10012202,2008/02/28
  2732,5849,WESBURN (T),TOWNSHIP OF WESBURN,       10012203,2008/02/28
  2733,2478C,WEST FOOTSCRAY:AT (CUT-PAW-PAW),"AT WEST FOOTSCRAY, PARISH OF CUT-PAW-PAW",       10012204,2008/02/28
  2734,5514B,WEST MELBOURNE:AT (MELBOURNE),"AT WEST MELBOURNE, TOWNSHIP OF MELBOURNE",       10012205,2008/02/28
  2735,2796K,WEST OF ROYAL PARK (JIKA JIKA),"WEST OF ROYAL PARK, PARISH OF JIKA JIKA",       10012206,2008/02/28
  2736,5850,WESTBURY (T),TOWNSHIP OF WESTBURY,       10012207,2008/02/28
  2737,5851,WESTMERE (T),TOWNSHIP OF WESTMERE,       10012208,2008/02/28
  2738,3801,WESTON,PARISH OF WESTON,       10012209,2008/02/28
  2739,3802,WEWIN,PARISH OF WEWIN,       10012210,2008/02/28
  2740,3803,WHANREGARWEN,PARISH OF WHANREGARWEN,       10012211,2008/02/28
  2741,3804,WHARPARILLA,PARISH OF WHARPARILLA,       10012212,2008/02/28
  2742,5852,WHARPARILLA NORTH (T),TOWNSHIP OF WHARPARILLA NORTH,       10012213,2008/02/28
  2743,3805,WHIRILY,PARISH OF WHIRILY,       10012214,2008/02/28
  2744,3806,WHIRRAKEE,PARISH OF WHIRRAKEE,       10012215,2008/02/28
  2745,5853,WHISKEY CREEK (T),TOWNSHIP OF WHISKEY CREEK,       10012216,2008/02/28
  2746,5854,WHITE HILLS (T),TOWNSHIP OF WHITE HILLS,       10012217,2008/02/28
  2747,3807,WHITFIELD,PARISH OF WHITFIELD,       10012218,2008/02/28
  2748,3808,WHITFIELD SOUTH,PARISH OF WHITFIELD SOUTH,       10012219,2008/02/28
  2749,5855,WHITTLESEA (T),TOWNSHIP OF WHITTLESEA,       10012220,2008/02/28
  2750,3809,WHOOREL,PARISH OF WHOOREL,       10012221,2008/02/28
  2751,3810,WHOROULY,PARISH OF WHOROULY,       10012222,2008/02/28
  2752,5856,WHOROULY (T),TOWNSHIP OF WHOROULY,       10012223,2008/02/28
  2753,3811,WHROO,PARISH OF WHROO,       10012224,2008/02/28
  2754,5857,WHROO (T),TOWNSHIP OF WHROO,       10012225,2008/02/28
  2755,3812,WIALL,PARISH OF WIALL,       10012226,2008/02/28
  2756,3813,WIBENDUCK,PARISH OF WIBENDUCK,       10012227,2008/02/28
  2757,5858,WICKLIFFE (T),TOWNSHIP OF WICKLIFFE,       10012228,2008/02/28
  2758,3814,WICKLIFFE NORTH,PARISH OF WICKLIFFE NORTH,       10012229,2008/02/28
  2759,3815,WICKLIFFE SOUTH,PARISH OF WICKLIFFE SOUTH,       10012230,2008/02/28
  2760,5859,WILBY (T),TOWNSHIP OF WILBY,       10012231,2008/02/28
  2761,3816,WILGUL NORTH,PARISH OF WILGUL NORTH,       10012232,2008/02/28
  2762,3817,WILGUL SOUTH,PARISH OF WILGUL SOUTH,       10012233,2008/02/28
  2763,3818,WILHELMINA,PARISH OF WILHELMINA,       10012234,2008/02/28
  2764,3819,WILKIN,PARISH OF WILKIN,       10012235,2008/02/28
  2765,3820,WILKUR,PARISH OF WILKUR,       10012236,2008/02/28
  2766,3831,WILL-WILL-ROOK,PARISH OF WILL-WILL-ROOK,       10012237,2008/02/28
  2767,3821,WILLAH,PARISH OF WILLAH,       10012238,2008/02/28
  2768,3822,WILLAM,PARISH OF WILLAM,       10012239,2008/02/28
  2769,3823,WILLANGIE,PARISH OF WILLANGIE,       10012240,2008/02/28
  2770,3824,WILLATOOK,PARISH OF WILLATOOK,       10012241,2008/02/28
  2771,3825,WILLAURA,PARISH OF WILLAURA,       10012242,2008/02/28
  2772,3826,WILLENABRINA,PARISH OF WILLENABRINA,       10012243,2008/02/28
  2773,5860,WILLENABRINA (T),TOWNSHIP OF WILLENABRINA,       10012244,2008/02/28
  2774,5861,WILLIAMSTOWN (T),TOWNSHIP OF WILLIAMSTOWN,       10012245,2008/02/28
  2775,3827,WILLOBY,PARISH OF WILLOBY,       10012246,2008/02/28
  2776,5862,WILLOW GROVE (T),TOWNSHIP OF WILLOW GROVE,       10012247,2008/02/28
  2777,3828,WILLOWMAVIN,PARISH OF WILLOWMAVIN,       10012248,2008/02/28
  2778,3829,WILLS,PARISH OF WILLS,       10012249,2008/02/28
  2779,3830,WILLUNG,PARISH OF WILLUNG,       10012250,2008/02/28
  2780,5863,WILLUNG (T),TOWNSHIP OF WILLUNG,       10012251,2008/02/28
  2781,5864,WINCHELSEA (T),TOWNSHIP OF WINCHELSEA,       10012252,2008/02/28
  2782,3833,WINDARRA,PARISH OF WINDARRA,       10012253,2008/02/28
  2783,3832,WINDERMERE,PARISH OF WINDERMERE,       10012254,2008/02/28
  2784,3834,WINDHAM,PARISH OF WINDHAM,       10012255,2008/02/28
  2785,3837,WING WING,PARISH OF WING WING,       10012256,2008/02/28
  2786,3835,WINGAN,PARISH OF WINGAN,       10012257,2008/02/28
  2787,3836,WINGEEL,PARISH OF WINGEEL,       10012258,2008/02/28
  2788,5865,WINGEEL (T),TOWNSHIP OF WINGEEL,       10012259,2008/02/28
  2789,3838,WINIAM,PARISH OF WINIAM,       10012260,2008/02/28
  2790,3839,WINJALLOK,PARISH OF WINJALLOK,       10012261,2008/02/28
  2791,3840,WINNAMBOOL,PARISH OF WINNAMBOOL,       10012262,2008/02/28
  2792,3841,WINNINDOO,PARISH OF WINNINDOO,       10012263,2008/02/28
  2793,5866,WINSLOW (T),TOWNSHIP OF WINSLOW,       10012264,2008/02/28
  2794,3842,WINTERIGA,PARISH OF WINTERIGA,       10012265,2008/02/28
  2795,3843,WINTON,PARISH OF WINTON,       10012266,2008/02/28
  2796,5867,WINTON (T),TOWNSHIP OF WINTON,       10012267,2008/02/28
  2797,3844,WINYAR,PARISH OF WINYAR,       10012268,2008/02/28
  2798,5868,WINYAR (T),TOWNSHIP OF WINYAR,       10012269,2008/02/28
  2799,3845,WINYAYUNG,PARISH OF WINYAYUNG,       10012270,2008/02/28
  2800,3846,WIRCHILLEBA,PARISH OF WIRCHILLEBA,       10012271,2008/02/28
  2801,3847,WIRIDJIL,PARISH OF WIRIDJIL,       10012272,2008/02/28
  2802,3848,WIRMBIRCHIP,PARISH OF WIRMBIRCHIP,       10012273,2008/02/28
  2803,3849,WIRMBOOL,PARISH OF WIRMBOOL,       10012274,2008/02/28
  2804,3850,WIRRATE,PARISH OF WIRRATE,       10012275,2008/02/28
  2805,3851,WIRRBIBIAL,PARISH OF WIRRBIBIAL,       10012276,2008/02/28
  2806,3852,WITCHIPOOL,PARISH OF WITCHIPOOL,       10012277,2008/02/28
  2807,3853,WOATWOARA,PARISH OF WOATWOARA,       10012278,2008/02/28
  2808,3854,WODONGA,PARISH OF WODONGA,       10012279,2008/02/28
  2809,5869,WODONGA (T),TOWNSHIP OF WODONGA,       10012280,2008/02/28
  2810,3855,WOLLERT,PARISH OF WOLLERT,       10012281,2008/02/28
  2811,3856,WOLLONABY,PARISH OF WOLLONABY,       10012282,2008/02/28
  2812,3857,WOMBAT,PARISH OF WOMBAT,       10012283,2008/02/28
  2813,3858,WOMBELANO,PARISH OF WOMBELANO,       10012284,2008/02/28
  2814,5870,WOMBELANO (T),TOWNSHIP OF WOMBELANO,       10012285,2008/02/28
  2815,3859,WONDOOMAROOK,PARISH OF WONDOOMAROOK,       10012286,2008/02/28
  2816,3862,WONGA WONGA,PARISH OF WONGA WONGA,       10012287,2008/02/28
  2817,3863,WONGA WONGA SOUTH,PARISH OF WONGA WONGA SOUTH,       10012288,2008/02/28
  2818,3860,WONGAN,PARISH OF WONGAN,       10012289,2008/02/28
  2819,3861,WONGARRA,PARISH OF WONGARRA,       10012290,2008/02/28
  2820,3864,WONGUNGARRA,PARISH OF WONGUNGARRA,       10012291,2008/02/28
  2821,3865,WONNANGATTA,PARISH OF WONNANGATTA,       10012292,2008/02/28
  2822,3866,WONTHAGGI,PARISH OF WONTHAGGI,       10012293,2008/02/28
  2823,5871,WONTHAGGI (T),TOWNSHIP OF WONTHAGGI,       10012294,2008/02/28
  2824,3867,WONTHAGGI NORTH,PARISH OF WONTHAGGI NORTH,       10012295,2008/02/28
  2825,3868,WONWONDAH,PARISH OF WONWONDAH,       10012296,2008/02/28
  2826,5872,WONWONDAH EAST (T),TOWNSHIP OF WONWONDAH EAST,       10012297,2008/02/28
  2827,5873,WONWONDAH NORTH (T),TOWNSHIP OF WONWONDAH NORTH,       10012298,2008/02/28
  2828,3869,WONWRON,PARISH OF WONWRON,       10012299,2008/02/28
  2829,3870,WONYIP,PARISH OF WONYIP,       10012300,2008/02/28
  2830,5879,WOOD WOOD (T),TOWNSHIP OF WOOD WOOD,       10012301,2008/02/28
  2831,5878,WOODS POINT (T),TOWNSHIP OF WOODS POINT,       10012302,2008/02/28
  2832,3871,WOODBOURNE,PARISH OF WOODBOURNE,       10012303,2008/02/28
  2833,3872,WOODEND,PARISH OF WOODEND,       10012304,2008/02/28
  2834,5874,WOODEND (T),TOWNSHIP OF WOODEND,       10012305,2008/02/28
  2835,5875,WOODFORD (T),TOWNSHIP OF WOODFORD,       10012306,2008/02/28
  2836,3873,WOODNAGGERAK,PARISH OF WOODNAGGERAK,       10012307,2008/02/28
  2837,3874,WOODSIDE,PARISH OF WOODSIDE,       10012308,2008/02/28
  2838,5876,WOODSIDE (T),TOWNSHIP OF WOODSIDE,       10012309,2008/02/28
  2839,5877,WOODSIDE NORTH (T),TOWNSHIP OF WOODSIDE NORTH,       10012310,2008/02/28
  2840,3875,WOODSTOCK,PARISH OF WOODSTOCK,       10012311,2008/02/28
  2841,3876,WOOHLPOOER,PARISH OF WOOHLPOOER,       10012312,2008/02/28
  2842,3877,WOOKURKOOK,PARISH OF WOOKURKOOK,       10012313,2008/02/28
  2843,3878,WOOLAMAI,PARISH OF WOOLAMAI,       10012314,2008/02/28
  2844,5880,WOOLAMAI (T),TOWNSHIP OF WOOLAMAI,       10012315,2008/02/28
  2845,3879,WOOLENOOK,PARISH OF WOOLENOOK,       10012316,2008/02/28
  2846,3880,WOOLSTHORPE,PARISH OF WOOLSTHORPE,       10012317,2008/02/28
  2847,5881,WOOLSTHORPE (T),TOWNSHIP OF WOOLSTHORPE,       10012318,2008/02/28
  2848,3881,WOOLWOOLA,PARISH OF WOOLWOOLA,       10012319,2008/02/28
  2849,5882,WOOMELANG (T),TOWNSHIP OF WOOMELANG,       10012320,2008/02/28
  2850,3882,WOONGULMERANG EAST,PARISH OF WOONGULMERANG EAST,       10012321,2008/02/28
  2851,3883,WOONGULMERANG WEST,PARISH OF WOONGULMERANG WEST,       10012322,2008/02/28
  2852,3884,WOORAK,PARISH OF WOORAK,       10012323,2008/02/28
  2853,3885,WOORARRA,PARISH OF WOORARRA,       10012324,2008/02/28
  2854,3888,WOORI YALLOCK,PARISH OF WOORI YALLOCK,       10012325,2008/02/28
  2855,3886,WOORINEN,PARISH OF WOORINEN,       10012326,2008/02/28
  2856,5883,WOORINEN SOUTH (T),TOWNSHIP OF WOORINEN SOUTH,       10012327,2008/02/28
  2857,3887,WOORIWYRITE,PARISH OF WOORIWYRITE,       10012328,2008/02/28
  2858,3889,WOORNACK,PARISH OF WOORNACK,       10012329,2008/02/28
  2859,3890,WOORNDOO,PARISH OF WOORNDOO,       10012330,2008/02/28
  2860,5884,WOORNDOO (T),TOWNSHIP OF WOORNDOO,       10012331,2008/02/28
  2861,3891,WOORNYALOOK,PARISH OF WOORNYALOOK,       10012332,2008/02/28
  2862,3892,WOORONOOK,PARISH OF WOORONOOK,       10012333,2008/02/28
  2863,5885,WOOROONOOK (T),TOWNSHIP OF WOOROONOOK,       10012334,2008/02/28
  2864,3893,WOORRAGEE,PARISH OF WOORRAGEE,       10012335,2008/02/28
  2865,3894,WOORRAGEE NORTH,PARISH OF WOORRAGEE NORTH,       10012336,2008/02/28
  2866,3895,WOOSANG,PARISH OF WOOSANG,       10012337,2008/02/28
  2867,3896,WOOUNDELLAH,PARISH OF WOOUNDELLAH,       10012338,2008/02/28
  2868,3897,WOOYOOT,PARISH OF WOOYOOT,       10012339,2008/02/28
  2869,3898,WORAIGWORM,PARISH OF WORAIGWORM,       10012340,2008/02/28
  2870,3899,WORANGA,PARISH OF WORANGA,       10012341,2008/02/28
  2871,3900,WORMANGAL,PARISH OF WORMANGAL,       10012342,2008/02/28
  2872,3901,WORMBETE,PARISH OF WORMBETE,       10012343,2008/02/28
  2873,3902,WOROOA,PARISH OF WOROOA,       10012344,2008/02/28
  2874,3903,WORROUGH,PARISH OF WORROUGH,       10012345,2008/02/28
  2875,3904,WORROWING,PARISH OF WORROWING,       10012346,2008/02/28
  2876,3905,WORTONGIE,PARISH OF WORTONGIE,       10012347,2008/02/28
  2878,3907,WRIXON,PARISH OF WRIXON,       10012349,2008/02/28
  2879,3908,WUK WUK,PARISH OF WUK WUK,       10012350,2008/02/28
  2880,3909,WULLA WULLOCK,PARISH OF WULLA WULLOCK,       10012351,2008/02/28
  2882,5887,WURDI BOLUC (T),TOWNSHIP OF WURDI BOLUC,       10012353,2008/02/28
  2883,3910,WURDI-YOUANG,PARISH OF WURDI-YOUANG,       10012354,2008/02/28
  2885,3912,WURROOK,PARISH OF WURROOK,       10012356,2008/02/28
  2886,5888,WURRUK (T),TOWNSHIP OF WURRUK,       10012357,2008/02/28
  2888,3914,WURUTWUN,PARISH OF WURUTWUN,       10012359,2008/02/28
  2889,3925,WY-YUNG,PARISH OF WY-YUNG,       10012360,2008/02/28
  2890,3915,WYANGIL,PARISH OF WYANGIL,       10012361,2008/02/28
  2892,5889,WYCHEPROOF (T),TOWNSHIP OF WYCHEPROOF,       10012363,2008/02/28
  2893,3917,WYCHITELLA,PARISH OF WYCHITELLA,       10012364,2008/02/28
  2895,3919,WYELANGTA,PARISH OF WYELANGTA,       10012366,2008/02/28
  2896,5890,WYELANGTA (T),TOWNSHIP OF WYELANGTA,       10012367,2008/02/28
  2897,3920,WYMLET,PARISH OF WYMLET,       10012368,2008/02/28
  2899,3922,WYTWALLAN,PARISH OF WYTWALLAN,       10012370,2008/02/28
  2900,3923,WYTWARRONE,PARISH OF WYTWARRONE,       10012371,2008/02/28
  2902,5891,WYUNA (T),TOWNSHIP OF WYUNA,       10012373,2008/02/28
  2903,3926,YAAPEET,PARISH OF YAAPEET,       10012374,2008/02/28
  2905,3927,YABBA,PARISH OF YABBA,       10012376,2008/02/28
  2906,3928,YABBA YABBA,PARISH OF YABBA YABBA,       10012377,2008/02/28
  2908,5893,YACKANDANDAH (T),TOWNSHIP OF YACKANDANDAH,       10012379,2008/02/28
  2909,3930,YALCA,PARISH OF YALCA,       10012380,2008/02/28
  2910,3931,YALIMBA,PARISH OF YALIMBA,       10012381,2008/02/28
